id,Country Name,Category,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
94,Guam,Territory,GUM,"Population ages 0-14, total",SP.POP.0014.TO,28238,28949,29465,29852,30234,30726,31364,32126,32939,33689,34470,35290,35964,36441,36732,36888,37037,37211,37340,37514,38038,38851,39546,40010,40217,40213,40202,40301,40539,40771,41302,42278,43262,44170,44985,45713,46366,46925,47420,47910,48406,48809,49020,49014,48757,48268,47618,46836,45965,45060,44695,44791,44933,45063,45093,45162,45258,45317,45238,45064,44928,44851,44752
95,Guyana,Country,GUY,"Population ages 0-14, total",SP.POP.0014.TO,269316,278685,287646,296041,303781,310799,317055,322549,327348,331561,335293,337791,339017,339656,339719,339271,338345,336966,335098,332609,329322,324363,318076,311683,305308,299049,293004,287268,281983,277312,273271,270496,269701,270078,270735,271627,272724,273947,275217,276392,277302,277798,277764,276397,273605,270005,265313,259773,253904,247822,241653,235546,230900,228723,227782,227146,226835,226872,228580,229880,230167,231014,231411
96,High income,Economic Category,HIC,"Population ages 0-14, total",SP.POP.0014.TO,225092406,228216629,229962594,231150805,232641722,234385864,235271548,235584793,236193997,236667670,236904024,237350813,237280402,236826463,236145747,235204367,233876057,232374710,230715098,229080281,227597434,226566031,225483882,224018146,222433499,220819718,219243244,217939799,217038299,216411479,215840947,215655977,215712013,215631296,215103712,214220251,213350157,212618780,211958541,211337749,210632334,209794128,208905953,207965480,206951177,205871464,205020142,204540016,204439832,204372550,204224926,203868203,203808014,203817311,203848975,203850471,203977543,204103092,204018677,203592053,203038345,201304664,199616572
97,"Hong Kong SAR, China",Territory,HKG,"Population ages 0-14, total",SP.POP.0014.TO,1274656,1313356,1376944,1421492,1445780,1468835,1462436,1476320,1478807,1466035,1457353,1442048,1424205,1416379,1410585,1384153,1347836,1313536,1282563,1301162,1290037,1287550,1286532,1288340,1283804,1280043,1273422,1256521,1236173,1220021,1197833,1185346,1175225,1174582,1177192,1171966,1198379,1187992,1175002,1158568,1136881,1115033,1093238,1059942,1029670,991015,956212,933110,912906,886895,862053,841228,838844,839503,843256,845726,855552,877795,897932,915083,915942,902447,884516
98,Honduras,Country,HND,"Population ages 0-14, total",SP.POP.0014.TO,973366,1009344,1045064,1080290,1115382,1150335,1185283,1220725,1257021,1294432,1333032,1373167,1415128,1458037,1499436,1542198,1588974,1637707,1688134,1740254,1793630,1847994,1903094,1958472,2013520,2067819,2121350,2173921,2227518,2282423,2336240,2388873,2441321,2493790,2545806,2597104,2648058,2699260,2746502,2795051,2848586,2900510,2949847,2995879,3037812,3075154,3107734,3135056,3156730,3173111,3184827,3192174,3195289,3193843,3187669,3178688,3169248,3160578,3153459,3148141,3144533,3142445,3142259
99,Heavily indebted poor countries (HIPC),Economic Category,HPC,"Population ages 0-14, total",SP.POP.0014.TO,70575484,72484347,74468336,76575899,78824449,81147132,83501792,85950108,88513442,91169762,93934951,96806362,99747181,102758643,105847475,109012248,112249863,115490621,118949313,122560723,125769875,128774352,132218906,136003744,139931313,143976795,148038234,152215468,156463208,160878158,165253314,169610598,174619916,180194751,185326829,190316275,195812996,201347581,206757380,212225493,217628878,223098594,229223022,235581300,241726604,248019025,254584574,261279579,268086214,275016552,282041848,289168178,296471082,303934461,311473533,319086611,326821462,334600591,342349910,350106797,357889182,365626486,373291635
100,Croatia,Country,HRV,"Population ages 0-14, total",SP.POP.0014.TO,1111243,1115274,1114068,1106682,1095240,1083392,1072663,1060500,1045901,1029706,1012245,997112,986262,978820,972962,967722,964154,962415,962244,961592,958356,956000,957580,961551,965555,968369,967958,963742,957109,948201,938265,910719,876824,863856,853867,833361,813831,803467,795799,784311,768465,730243,719388,708169,697841,689882,681766,674269,669186,664279,657449,647307,636487,626712,617285,606649,598350,588930,582659,578761,574476,548395,543009
101,Haiti,Country,HTI,"Population ages 0-14, total",SP.POP.0014.TO,1565568,1598253,1632905,1669252,1706029,1741872,1776310,1810014,1843140,1875766,1907929,1939594,1971203,2002588,2034997,2070479,2109079,2150674,2194930,2241427,2290449,2342763,2398669,2456810,2516437,2578533,2643422,2710784,2780081,2849628,2917720,2981349,3039442,3093437,3143066,3189061,3231971,3271266,3307620,3341966,3374661,3403459,3426652,3446338,3461884,3475058,3490298,3506681,3523172,3540947,3544576,3548488,3566567,3582706,3597809,3611682,3625857,3642319,3659221,3675405,3690862,3704218,3716029
102,Hungary,Country,HUN,"Population ages 0-14, total",SP.POP.0014.TO,2527906,2521333,2496594,2455523,2412914,2367624,2324590,2291484,2256683,2207071,2153590,2111775,2090750,2087778,2107867,2151792,2200653,2249809,2293783,2327295,2350394,2363354,2362808,2347033,2324986,2305565,2289266,2269820,2244412,2179973,2099069,2043656,1996263,1952135,1912382,1877571,1844529,1812236,1782026,1751229,1717514,1680734,1648584,1621767,1594924,1568697,1543767,1521466,1502936,1486854,1469006,1451477,1435361,1428152,1426330,1425679,1423539,1422289,1421773,1421542,1419331,1413125,1392600
103,IBRD only,Economic Category,IBD,"Population ages 0-14, total",SP.POP.0014.TO,755452677,765232924,781751921,806735091,830228079,850389556,870186346,887445581,904692226,923140543,940826259,958790572,974921859,990602715,1007959118,1024969781,1041297724,1052407158,1055502869,1058062903,1063301624,1070160778,1079955964,1088434911,1094678431,1101676302,1110206114,1121051916,1132220308,1143443771,1156111945,1167820803,1177235195,1185481703,1191493046,1194793500,1195565418,1193309385,1189779576,1185486139,1179511804,1171598010,1161222801,1150612475,1140479969,1129834486,1121236249,1116129580,1113621535,1112970740,1113114045,1114551569,1118104779,1122768541,1127437197,1130943682,1133474820,1136103556,1136841646,1134836604,1129932439,1122442260,1112291375
104,IDA & IBRD total,Economic Category,IBT,"Population ages 0-14, total",SP.POP.0014.TO,921970690,936642894,958279267,988675339,1017883771,1043886530,1069565766,1092839191,1116240349,1140947856,1164898474,1188945919,1211381045,1233771600,1257923525,1281679381,1304720769,1322743003,1333245440,1343641487,1356713523,1371527361,1389877199,1407274158,1422614674,1438903493,1456686193,1476831033,1497243742,1517862395,1539963608,1560919651,1579998825,1598319140,1613776849,1626174448,1636279096,1643128789,1648225922,1652522686,1655399113,1656621489,1656107806,1655557087,1655201639,1654342010,1655804533,1661080020,1669153839,1679234145,1690387913,1702937123,1717554716,1733205402,1748627465,1762680204,1775693469,1788645390,1799629960,1807977400,1813567825,1816613021,1816734536
105,IDA total,Economic Category,IDA,"Population ages 0-14, total",SP.POP.0014.TO,166518013,171409970,176527346,181940248,187655692,193496974,199379420,205393610,211548123,217807313,224072215,230155347,236459186,243168885,249964407,256709600,263423045,270335845,277742571,285578584,293411899,301366583,309921235,318839247,327936243,337227191,346480079,355779117,365023434,374418624,383851663,393098848,402763630,412837437,422283803,431380948,440713678,449819404,458446346,467036547,475887309,485023479,494885005,504944612,514721670,524507524,534568284,544950440,555532304,566263405,577273868,588385554,599449937,610436861,621190268,631736522,642218649,652541834,662788314,673140796,683635386,694170761,704443161
106,IDA blend,Economic Category,IDB,"Population ages 0-14, total",SP.POP.0014.TO,50001490,51513226,53122923,54855808,56708646,58619981,60550222,62490195,64438903,66404751,68392839,70393631,72443490,74576665,76784356,79076856,81446868,83897465,86442554,89120889,92047529,95177340,98401213,101635571,104943335,108420907,111972737,115606004,119297360,122968048,126588280,130190272,133724869,137144195,140462258,143739393,146954986,150045548,153035151,156008602,159146187,162377605,165599191,168818292,172067187,175317692,178630663,182122393,185837174,189731271,193828044,197955924,201963029,205910415,209714914,213341661,216829157,220207545,223542977,226890799,230275107,233632029,236824677
107,Indonesia,Country,IDN,"Population ages 0-14, total",SP.POP.0014.TO,35130642,36341186,37646629,39047004,40520292,41949283,43350679,44805140,46243020,47645946,49011509,50324429,51580026,52790727,53941946,55031979,56074245,57068641,58035273,58978599,59884425,60737192,61552409,62332248,63042488,63621792,64048278,64391851,64692305,64950957,65136415,65280508,65391641,65436418,65453296,65465063,65491678,65528488,65542404,65516592,65532010,65648481,65793478,65918238,66025443,66209610,66485453,66841217,67264147,67657020,68012093,68381516,68760785,69089024,69381944,69632942,69813148,69926732,69982893,69990363,69918977,69742692,69444207
108,IDA only,Economic Category,IDX,"Population ages 0-14, total",SP.POP.0014.TO,116516523,119896744,123404423,127084440,130947046,134876993,138829198,142903415,147109220,151402562,155679376,159761716,164015696,168592220,173180051,177632744,181976177,186438380,191300017,196457695,201364370,206189243,211520022,217203676,222992908,228806284,234507342,240173113,245726074,251450576,257263383,262908576,269038761,275693242,281821545,287641555,293758692,299773856,305411195,311027945,316741122,322645874,329285814,336126320,342654483,349189832,355937621,362828047,369695130,376532134,383445824,390429630,397486908,404526446,411475354,418394861,425389492,432334289,439245337,446249997,453360279,460538732,467618484
109,Isle of Man,Territory,IMN,"Population ages 0-14, total",SP.POP.0014.TO,9720,9574,9521,9559,9634,9683,9766,9974,10274,10590,10909,11273,11662,12000,12252,12373,12418,12468,12491,12482,12444,12355,12240,12094,11891,11636,11461,11463,11558,11706,11914,12135,12326,12484,12591,12639,12700,12865,13110,13363,13544,13656,13749,13795,13762,13657,13604,13664,13761,13868,13973,14001,13930,13802,13632,13466,13332,13212,13086,12932,12738,12557,12397
110,India,Country,IND,"Population ages 0-14, total",SP.POP.0014.TO,180703655,186176468,191752234,197410631,202662755,207262141,211583830,215806472,220113069,224485936,228813995,233205723,237668277,242226936,246929635,251621410,256283882,260929754,265520937,270269035,275362558,280757182,286239853,291753466,297413051,303147852,308918441,314595875,320048218,325342205,330481929,335504756,340506986,345436744,350131218,354497916,358460047,362107706,365499728,368541209,371399589,374160274,376722116,378985211,380871016,382384784,383376618,383911555,384229660,384392935,384325879,383999879,383387682,382437090,380905172,378793176,376404880,373697370,370831170,367825260,364629264,361569242,358634249
111,Not classified,Economic Category,INX,"Population ages 0-14, total",SP.POP.0014.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Ireland,Country,IRL,"Population ages 0-14, total",SP.POP.0014.TO,875558,872833,871305,872956,880658,890399,896144,899164,901469,907104,917110,929514,943108,958601,975297,990342,1002554,1012725,1022458,1030885,1038604,1046839,1051866,1053121,1049909,1038216,1024535,1010117,990393,970050,952349,938865,926564,911067,891960,871742,855110,842687,833584,828656,826716,826329,828995,836073,845455,856057,870338,892343,917846,941187,962291,979221,989835,995873,1000254,1004394,1008135,1009142,1009790,1009477,1005941,1002263,1004117
113,"Iran, Islamic Rep.",Country,IRN,"Population ages 0-14, total",SP.POP.0014.TO,9200714,9570683,9933253,10294828,10622109,10917578,11221024,11533012,11850095,12174358,12503372,12827768,13140229,13446595,13765706,14113105,14510578,14963038,15464982,16039676,16684844,17415803,18207622,19011854,19836680,20666608,21483217,22265407,22992931,23649317,24291011,24858633,25231826,25337876,25208762,24924972,24481868,23891888,23195548,22450565,21687314,20935731,20158825,19409546,18756266,18163923,17624053,17174040,16863223,16731948,16780185,16958870,17269546,17694813,18364060,19195759,19816361,20259996,20639091,20867335,20943080,20935552,20867571
114,Iraq,Country,IRQ,"Population ages 0-14, total",SP.POP.0014.TO,2801480,2877908,2999313,3146174,3293424,3449323,3607505,3761020,3913941,4075356,4257791,4456672,4680795,4932085,5178557,5417908,5646863,5847190,6029136,6203421,6379309,6555182,6723288,6902659,7094114,7235955,7381008,7548802,7690861,7861163,7921876,7974229,8185888,8563673,8960703,9243562,9517996,9791906,10080040,10382460,10697060,11002939,11317621,11620597,11908960,12206379,12221789,12040506,12190795,12551652,12879921,13282678,13842328,14442005,14883228,15199560,15464039,15699858,15933331,16152257,16378369,16595402,16790798
115,Iceland,Country,ISL,"Population ages 0-14, total",SP.POP.0014.TO,61259,62593,63723,64684,65598,66369,67047,67648,67802,67436,66714,66141,66099,66202,66018,65542,64991,64269,63447,62972,62800,62702,62845,63221,63408,63284,63038,62849,63025,63365,63614,64040,64796,65558,65754,65339,64921,64707,64658,64910,65486,66061,66198,65944,65644,65443,65400,65709,66265,66521,66523,66418,66356,66616,66880,66746,66651,67083,67581,67983,68563,69396,70618
116,Israel,Country,ISR,"Population ages 0-14, total",SP.POP.0014.TO,735531,756622,786775,807348,830351,851652,866497,896674,908592,929543,961971,996083,1024141,1068305,1103551,1130960,1159262,1187621,1211812,1240523,1266504,1287602,1308159,1329034,1342503,1359024,1369247,1379731,1391018,1400760,1428615,1500112,1536252,1561633,1586326,1613546,1643688,1673852,1699413,1730191,1765126,1796809,1825881,1854438,1883015,1911791,1941622,1976598,2016542,2071720,2118324,2164529,2210715,2257486,2304661,2357410,2413370,2465631,2511302,2557927,2602098,2639906,2682711
117,Italy,Country,ITA,"Population ages 0-14, total",SP.POP.0014.TO,12555024,12610318,12587954,12578625,12635914,12742734,12860048,12990759,13113589,13219799,13294637,13331043,13381086,13447985,13487199,13469413,13393259,13272294,13094399,12846346,12544009,12215774,11895064,11592069,11274526,10955568,10628909,10291323,9975551,9669804,9381656,8995888,8680236,8553129,8438711,8346923,8278990,8229429,8186481,8153810,8129805,8106469,8107851,8128015,8155317,8187096,8206679,8235532,8283630,8327722,8350902,8346294,8343689,8404363,8424964,8342593,8238537,8130769,8009572,7799976,7642651,7481434,7326442
118,Jamaica,Country,JAM,"Population ages 0-14, total",SP.POP.0014.TO,680177,697504,713703,730343,749229,768222,785365,801978,817775,832047,845001,855368,863093,868801,872465,873057,871276,870377,869889,868652,867557,867164,867268,868629,870694,872067,872209,871162,869823,868934,867901,868000,872378,879310,885648,890452,891853,890463,887752,882399,872661,859941,846744,833532,820743,808773,796758,781816,764206,746239,727430,709824,694051,677989,662489,650355,640310,628809,615717,601419,587587,574011,560945
119,Jordan,Country,JOR,"Population ages 0-14, total",SP.POP.0014.TO,387996,413107,438135,463908,493265,529512,573438,624091,678789,732680,781766,824413,861207,894271,925162,954498,982365,1009949,1038023,1067551,1100963,1138737,1180388,1225375,1272932,1322782,1374667,1428124,1483529,1542566,1593992,1636934,1682950,1732329,1784055,1835614,1884983,1930503,1970946,2006942,2039271,2068535,2097011,2126701,2159252,2193720,2324131,2452467,2486716,2514232,2540132,2574539,2580636,2729040,3057856,3329804,3457882,3506990,3548851,3583980,3612870,3635351,3622111
120,Japan,Country,JPN,"Population ages 0-14, total",SP.POP.0014.TO,27493397,27347642,26835246,26009547,25205548,24663501,24217677,23965568,24009634,24141920,24333092,24862420,25314562,25823134,26288932,26686321,26955002,27118851,27184739,27140621,26978492,26917514,26759546,26371736,25980900,25535938,24980234,24327904,23589549,22813037,22070284,21438200,20887913,20384722,19944347,19562139,19240525,18973055,18722896,18463330,18230489,18057111,17897800,17734692,17568561,17434426,17323931,17233947,17147195,17027903,16905743,16756081,16598820,16443186,16283609,16113192,15941793,15745852,15522442,15287198,15044891,14797709,14542937
121,Kazakhstan,Country,KAZ,"Population ages 0-14, total",SP.POP.0014.TO,3491177,3699454,3862289,4002454,4120667,4220385,4306206,4379569,4439055,4481687,4509529,4522175,4522516,4514242,4498870,4480090,4460564,4448883,4447044,4457531,4484245,4528246,4591817,4674835,4773389,4877382,4989003,5105773,5216675,5158123,5186154,5202465,5176101,5131219,5031223,4899190,4759526,4583797,4395050,4259683,4160674,4047061,3934086,3838603,3772268,3733649,3724192,3745340,3821703,3923407,4019014,4134698,4268719,4415125,4572667,4736943,4902225,5060754,5209185,5348629,5484992,5611487,5821006
122,Kenya,Country,KEN,"Population ages 0-14, total",SP.POP.0014.TO,3781404,3953396,4134961,4322370,4512759,4727296,4965881,5206683,5448387,5690780,5933217,6174335,6413514,6650921,6888552,7128547,7370233,7614757,7864923,8121921,8385170,8656552,8937935,9227478,9525996,9833428,10147576,10468596,10793827,11117174,11432994,11733070,12017115,12288519,12550240,12808388,13063214,13317442,13581861,13857964,14145112,14450803,14769317,15096219,15440708,15810069,16208960,16637522,17089299,17545622,17973143,18353069,18693482,18992542,19249052,19475582,19687393,19874839,20019709,20143481,20260426,20351588,20428567
123,Kyrgyz Republic,Country,KGZ,"Population ages 0-14, total",SP.POP.0014.TO,835150,887134,932018,975631,1017718,1052757,1084264,1113447,1141079,1166107,1187134,1208197,1230935,1251474,1271080,1288255,1303907,1318533,1331872,1346361,1361539,1379844,1403321,1431430,1459653,1486377,1516002,1548097,1579339,1617303,1656233,1690984,1719482,1734444,1740122,1752911,1768811,1775418,1776665,1771602,1758093,1737665,1713699,1691300,1672144,1654873,1642168,1635211,1636738,1649815,1670775,1701179,1747657,1805534,1867505,1934006,2001223,2065597,2132828,2201863,2260407,2334424,2402579
124,Cambodia,Country,KHM,"Population ages 0-14, total",SP.POP.0014.TO,2454759,2512734,2569309,2622302,2670197,2715998,2761607,2806456,2849850,2891145,2925327,2957574,2997719,3033786,3047455,2959597,2767950,2610515,2533110,2525147,2574356,2654633,2755330,2870534,2997133,3128001,3264705,3408108,3561485,3735855,3934596,4150864,4392967,4639849,4837512,4963571,5038925,5084387,5000919,4893632,4869765,4839432,4807233,4773120,4741685,4712916,4683339,4658686,4635175,4615104,4609819,4623794,4663378,4703917,4732420,4762926,4792943,4818463,4837526,4849867,4857658,4860473,4854064
125,Kiribati,Country,KIR,"Population ages 0-14, total",SP.POP.0014.TO,20324,21006,21684,22322,22913,23495,24012,24450,24875,25297,25729,26162,26567,26868,26768,26315,25835,25374,24918,24706,24752,24831,24973,25208,25572,26108,26829,27681,28592,29528,30436,31285,32065,32767,33362,33892,34417,34906,35338,35698,36000,36389,36809,37128,37458,37872,38192,38401,38687,39019,39321,39676,40113,40553,41033,41599,42280,43070,43958,44871,45769,46615,47346
126,St. Kitts and Nevis,Country,KNA,"Population ages 0-14, total",SP.POP.0014.TO,26324,26218,25903,25512,25059,24563,24048,23503,22906,22197,21407,20624,19880,19189,18558,18001,17513,17090,16725,16401,16075,15712,15364,15075,14835,14629,14450,14292,14159,14039,13918,13810,13719,13637,13563,13493,13426,13377,13345,13327,13329,13254,13031,12740,12437,12150,11903,11704,11544,11393,11238,11099,10928,10698,10458,10234,10049,9899,9770,9659,9541,9413,9296
127,"Korea, Rep.",Country,KOR,"Population ages 0-14, total",SP.POP.0014.TO,10482620,10885524,11300131,11722210,12121529,12502595,12855800,13120426,13344474,13537833,13653241,13717537,13780839,13788710,13739620,13647298,13503906,13349833,13200807,13086978,13014679,12955866,12910382,12831091,12656837,12394542,12104823,11816242,11550722,11312906,11113281,10956271,10831550,10726246,10607394,10446659,10270224,10117468,9982200,9893800,9866965,9835645,9751458,9638951,9488144,9283751,9071355,8830822,8604013,8362599,8126877,7890580,7630781,7400735,7212051,7025426,6847784,6702659,6582066,6446539,6306612,6153685,5974221
128,Kuwait,Country,KWT,"Population ages 0-14, total",SP.POP.0014.TO,113876,128496,145274,164050,184325,206128,231585,261156,293074,326260,358524,386815,411923,436927,462484,489258,515427,540878,567647,595291,623289,648014,670170,693574,718312,742838,773789,811057,844608,873076,650570,498995,587032,569947,540096,535619,544319,551346,554827,555743,554958,553331,551612,550136,548625,556367,577924,603841,629145,652932,677697,713605,757986,800718,822251,848550,874076,887118,912785,925284,914573,897630,884303
129,Latin America & Caribbean (excluding high income),Region,LAC,"Population ages 0-14, total",SP.POP.0014.TO,84096719,86807798,89523986,92219757,94863959,97461110,100018665,102514138,104937786,107299061,109599453,111789007,113874390,115922383,117927081,119877873,121792271,123701595,125610732,127493145,129330074,131094252,132863765,134683985,136472107,138176276,139762959,141232891,142625099,143944423,145209195,146378211,147420593,148362212,149198668,149929195,150519757,150958219,151282505,151507485,151635552,151657129,151543077,151278116,150908129,150471940,149956062,149375275,148718988,148009119,147229394,146600362,145959556,145221241,144455723,143726631,143031497,142391420,141822618,141224918,140508053,139689714,138775428
130,Lao PDR,Country,LAO,"Population ages 0-14, total",SP.POP.0014.TO,890780,913080,935732,959250,985178,1010348,1033395,1057487,1082721,1109139,1136951,1166013,1196253,1227718,1260194,1293153,1325708,1357492,1388745,1420289,1453218,1488043,1525046,1564358,1605994,1649734,1695436,1743017,1792231,1842948,1895138,1948934,2003879,2059321,2113452,2164339,2211509,2248783,2275408,2297051,2314497,2327601,2335501,2337247,2332558,2322933,2310810,2298503,2287633,2279330,2273197,2268102,2263588,2258168,2250478,2248626,2255329,2265059,2276316,2287091,2296412,2303010,2307198
131,Lebanon,Country,LBN,"Population ages 0-14, total",SP.POP.0014.TO,757584,792543,827876,861554,892489,917088,937215,955930,974219,992627,1008647,1024855,1041847,1058242,1073672,1088762,1235488,1382130,1259540,1135599,1150020,1166087,1175850,1184315,1200107,1217963,1241977,1264942,1280455,1298643,1318437,1337122,1353302,1364767,1372427,1378263,1382876,1384957,1383937,1380939,1377022,1372119,1362943,1352090,1341817,1329162,1319431,1314214,1306900,1297896,1287237,1280776,1297980,1408479,1542599,1589868,1600644,1606170,1605864,1597654,1576278,1544594,1506482
132,Liberia,Country,LBR,"Population ages 0-14, total",SP.POP.0014.TO,461374,472920,485755,499953,516372,533563,550071,566949,584290,602275,620662,639123,658161,678236,699310,722779,748384,775499,804383,834099,864332,894068,922712,953796,983832,1009997,1036211,1061723,1086030,1109247,973101,850107,894375,923361,914040,915915,938060,1011352,1117313,1179788,1225271,1263121,1298694,1312271,1332233,1398749,1485728,1568273,1636104,1689218,1739839,1793509,1846117,1891306,1931073,1966344,1999173,2029964,2058883,2085421,2109139,2129950,2148780
133,Libya,Country,LBY,"Population ages 0-14, total",SP.POP.0014.TO,594477,623115,655424,691229,726712,762151,800436,840204,880500,921044,961781,1002502,1042178,1079142,1120487,1168704,1217024,1263900,1308912,1351779,1392417,1432243,1474107,1519393,1557972,1589241,1621936,1654658,1684212,1708382,1727846,1742649,1752588,1757530,1757565,1754848,1751408,1746598,1739765,1730177,1727804,1736780,1750675,1770101,1795339,1825131,1847973,1864637,1885535,1909552,1938465,1924252,1902553,1921004,1939178,1953872,1964057,1969862,1970650,1965667,1956248,1943548,1927403
134,St. Lucia,Country,LCA,"Population ages 0-14, total",SP.POP.0014.TO,42387,43439,44439,45419,46374,47307,48203,49048,49822,50532,51023,51297,51533,51731,51906,52186,52589,53019,53466,53922,54387,54800,55153,55521,55919,56308,56631,56879,57063,57166,57138,57007,56641,56005,55306,54583,53833,53043,52232,51499,50721,49756,48759,47813,46888,45953,44981,43995,43046,42169,41142,39967,38905,37970,37106,36264,35486,34832,34276,33763,33290,32865,32444
135,Latin America & Caribbean,Region,LCN,"Population ages 0-14, total",SP.POP.0014.TO,94255477,97234281,100216220,103177026,106078491,108920865,111708187,114416964,117041533,119589637,122058075,124401420,126631897,128820497,130960956,133043773,135087156,137119119,139148590,141148915,143103628,144985347,146876236,148820817,150738136,152578730,154310338,155930795,157475967,158949313,160366124,161679768,162855771,163918995,164864679,165690692,166365816,166875129,167253125,167515464,167662387,167683178,167552366,167254993,166836090,166342677,165766624,165130772,164430127,163683957,162871772,162206890,161533471,160766044,159969098,159206427,158461563,157720357,156971628,156179556,155286345,154273471,153183249
136,Least developed countries: UN classification,Economic Category,LDC,"Population ages 0-14, total",SP.POP.0014.TO,103660979,106521836,109534342,112726448,116101744,119540498,122995369,126564835,130260851,134047837,137830836,141428277,145198869,149299628,153417706,157400463,161296296,165317096,169693073,174318136,178654014,182882947,187614516,192694003,197882363,203117925,208250582,213382118,218506836,223806335,229146834,234359153,240128953,246495455,252383882,257984375,263896343,269755625,275283577,280786026,286309757,291968030,298379807,305031835,311394450,317769354,324306336,330926376,337547691,344172517,350870917,357611847,364451636,371433751,378447838,385471772,392586633,399687919,406732180,413844452,421095249,428394239,435636649
137,Low income,Economic Category,LIC,"Population ages 0-14, total",SP.POP.0014.TO,57967763,59380550,60862379,62476631,64234143,66077621,68032351,70155252,72368105,74606818,76896537,79252232,81627558,83982995,86359890,88786371,91285645,93767512,96384216,99096552,101366353,103381636,105771252,108449967,111273863,114219579,117187393,120281501,123467621,126889084,130329404,133804554,137993716,142666712,146814515,150926443,155700489,160449884,164885076,169300261,173577833,177889023,182868855,188079633,193042377,198077187,203358055,208792488,214284097,219843869,225449304,231027478,236654475,242300629,247885996,253444231,259079271,264759866,270500544,276380634,282325545,288236124,294106512
138,Liechtenstein,Country,LIE,"Population ages 0-14, total",SP.POP.0014.TO,4760,4822,4892,4981,5074,5183,5294,5416,5579,5750,5902,5983,5993,5991,5987,5971,5948,5930,5892,5858,5822,5800,5799,5751,5680,5614,5559,5532,5515,5514,5519,5550,5618,5699,5784,5850,5909,5969,6026,6073,6101,6137,6178,6175,6150,6127,6082,6031,5962,5911,5841,5767,5732,5697,5675,5619,5589,5602,5636,5674,5674,5679,5688
139,Sri Lanka,Country,LKA,"Population ages 0-14, total",SP.POP.0014.TO,4040119,4141562,4235168,4326594,4423596,4521705,4613742,4704345,4793156,4874819,4948370,5012636,5067144,5111122,5142916,5170014,5202679,5240742,5285364,5339057,5394908,5448690,5487839,5505506,5515190,5522366,5525825,5524270,5516544,5508696,5501633,5488687,5469748,5436890,5383393,5318482,5246753,5176661,5116683,5066464,5030539,5019334,5029619,5050341,5074249,5100110,5132124,5167067,5204872,5242679,5274245,5303245,5325723,5338135,5342030,5331526,5307103,5272688,5252066,5217171,5170081,5143439,5061219
140,Lower middle income,Economic Category,LMC,"Population ages 0-14, total",SP.POP.0014.TO,369544674,381087090,392688596,404566333,415968773,426556289,436899307,447161490,457464827,467796237,477973951,488002198,498212407,508803810,519517978,530253874,541317364,552636833,563927947,575919987,589137512,603285765,617862570,632640486,647675890,662837023,677898934,692613587,706805721,720654006,734234484,747294272,759781157,771662963,782621013,792426512,800908636,808460092,815283674,821533901,827883388,834372512,840730133,846920647,852935467,858660544,864137295,869547766,875128469,881087780,887568112,894418645,901336052,908434146,915342215,921564944,926916361,931346845,935257858,938646212,941580093,944459656,946224218
141,Low & middle income,Economic Category,LMY,"Population ages 0-14, total",SP.POP.0014.TO,903810764,918199782,939722906,970132625,999439001,1025640800,1051666288,1075350425,1099146932,1124205154,1148519186,1172890011,1195494551,1217901175,1241914284,1265393219,1288028517,1305606313,1315669906,1325588963,1338128965,1352370821,1370234807,1387262277,1402228323,1418119040,1435512470,1455303071,1475466780,1495965485,1519052969,1540235256,1559625655,1578253324,1594051129,1606828484,1617314966,1624522112,1629950426,1634599467,1637922095,1639583615,1639479429,1639281237,1639247070,1638640235,1640273392,1645675883,1653815137,1663894901,1675034223,1687545278,1702139223,1717775281,1733188849,1747235839,1760242180,1773203568,1784285448,1792796109,1798582653,1801887563,1802442212
142,Lesotho,Country,LSO,"Population ages 0-14, total",SP.POP.0014.TO,332894,343860,354745,365009,374154,385111,398766,412133,424716,436792,448387,459833,471375,483146,495574,508965,523118,539639,558091,576758,595984,615715,635775,656057,676632,695949,710611,723978,738947,752704,764606,774685,783106,789716,794449,797685,799865,799484,795867,790101,782750,774763,766368,757572,748307,739465,733883,730145,728653,729886,730526,731137,732477,735091,739187,744305,750092,755633,760540,765546,771521,777944,783524
143,Late-demographic dividend,Economic Category,LTE,"Population ages 0-14, total",SP.POP.0014.TO,428653709,428313406,434589910,449282519,463014975,474183282,485190686,493633561,502060932,511757661,520802958,530165661,537709940,544663763,553191088,561350368,568664918,570741083,564899714,558241433,553776736,550586431,550148106,548347664,544209075,540878245,539277879,540230696,541869857,543902364,547652462,550947923,552444418,553087974,552280342,549685532,545391811,538817845,531610923,524272626,515539390,504989307,492241471,479562455,467585984,455189557,445263653,439272301,435376590,432925174,431164847,430358709,431495387,433643621,436100388,437982701,439705932,442302236,443468529,442563611,439519589,434323462,427529527
