id,Country Name,Category,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
196,Paraguay,Country,PRY,"Population ages 0-14, total",SP.POP.0014.TO,889954,909860,930356,952309,975238,998136,1020946,1042955,1063938,1083869,1102827,1121031,1138874,1156228,1173499,1191072,1208576,1226378,1244811,1264994,1288413,1315797,1347365,1382234,1419536,1459094,1500604,1543739,1588146,1632928,1677537,1721742,1764695,1805930,1844739,1879964,1910778,1937358,1959975,1978247,1991988,2000756,2004316,1999571,1988150,1974860,1959979,1944145,1928268,1913349,1901292,1892475,1885564,1881463,1881345,1884941,1891646,1900591,1910814,1921434,1933132,1945503,1957388
197,West Bank and Gaza,Territory,PSE,"Population ages 0-14, total",SP.POP.0014.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977034,1020628,1066205,1113586,1162328,1212190,1262951,1314415,1341043,1367423,1393304,1418957,1443772,1466944,1488586,1508586,1526944,1543880,1563941,1584640,1606968,1630982,1656239,1681728,1707700,1734995,1762420,1788012,1826183,1862950,1896176,1926640,1955388
198,Pacific island small states,Region,PSS,"Population ages 0-14, total",SP.POP.0014.TO,424212,438432,452743,467039,480858,494659,507804,519527,530373,540519,549818,558605,566760,573846,580295,586675,593623,601098,609110,618138,627898,638156,648585,659235,670486,682232,694115,705883,717282,727923,737675,745648,752511,759060,764396,768448,772569,777117,781465,785405,788872,792622,796300,799604,802921,806085,809153,812317,815983,820241,825300,831314,837850,844860,852283,859744,867126,874097,880239,885718,892064,898904,905862
199,Post-demographic dividend,Economic Category,PST,"Population ages 0-14, total",SP.POP.0014.TO,212259763,215222066,216845700,217906396,219172700,220742485,221572507,221913836,222464476,222757024,222796983,223106391,222797932,221974740,220781518,219163135,217013735,214689878,212249596,209891205,207742075,206051006,204428779,202599214,200677085,198684657,196717065,195026488,193797534,192915570,192354852,192164700,192082582,191997473,191480744,190587177,189667202,188823408,187969550,187119364,186282007,185254981,184215483,183181050,182116155,180995219,180097067,179581126,179447507,179359148,179234063,178877534,178828412,178858279,178894172,178853246,178876414,178821380,178465479,177700416,176879035,174978129,172620024
200,French Polynesia,Territory,PYF,"Population ages 0-14, total",SP.POP.0014.TO,37087,38286,39597,41061,42724,44535,46376,48215,50049,51878,53689,55471,57065,58441,59721,60890,61950,62939,63896,64824,65787,66874,68008,68755,69254,70045,71068,72193,73600,75138,76590,77964,79170,80323,81310,81841,81973,81842,81461,80961,80400,79766,79086,78156,77087,76108,75343,74948,74384,73518,72835,72253,71661,71249,70860,70238,69466,68678,68021,67437,66780,66003,65132
201,Qatar,Country,QAT,"Population ages 0-14, total",SP.POP.0014.TO,16076,17059,18293,19778,21544,23626,26073,28928,32191,35873,41982,49758,56447,62082,66759,70648,73943,76783,79302,81682,84140,86902,89998,93269,96497,99544,103619,108671,113177,117002,120367,123461,126436,129377,132284,135081,137601,140843,144873,148674,152482,156593,161675,167133,173702,179860,183011,192329,210279,224329,236756,255485,276625,298868,318814,335585,355329,373444,387188,409561,423765,423907,426171
202,Romania,Country,ROU,"Population ages 0-14, total",SP.POP.0014.TO,5212541,5243849,5237598,5200602,5136544,5049779,4956786,4892839,4848402,4825114,4829121,4840587,4879876,4957656,5089642,5275702,5485362,5650701,5760747,5852178,5941276,6039705,6012064,5847115,5704348,5615879,5573861,5560830,5554664,5531780,5452521,5288922,5108424,4964906,4828520,4690394,4557837,4450607,4368469,4282219,4177559,4000532,3792690,3636476,3504005,3404675,3349151,3287520,3233612,3213802,3204556,3194325,3178578,3157067,3132228,3114888,3106483,3106808,3106100,3099866,3085931,3064651,3032070
203,Russian Federation,Country,RUS,"Population ages 0-14, total",SP.POP.0014.TO,36521796,37376413,37721642,37890421,37747692,37405951,36829547,36193677,35565721,34882493,34098099,33377842,32753301,32119347,31497025,30925584,30460827,30108129,29882832,29866653,30082374,30417233,30861129,31432966,32078835,32642399,33120076,33551108,33929657,34131076,34004181,33828919,33464254,32962300,32460839,31916981,31236985,30391403,29319737,28097597,26857177,25564296,24213535,23142727,22430955,21827181,21366190,21164082,21232539,21454960,21656820,21959317,22480915,23067472,23672867,24281803,24843305,25249519,25437640,25503352,25472805,25539356,25536068
204,Rwanda,Country,RWA,"Population ages 0-14, total",SP.POP.0014.TO,1431517,1485412,1535647,1581437,1622154,1659763,1697298,1735968,1776326,1818523,1862918,1908804,1955718,2004202,2054187,2105804,2160353,2219305,2284417,2359092,2445093,2542659,2650435,2763558,2878402,2994608,3112957,3233187,3351604,3464004,3568505,3652308,3726655,3831488,3343288,2910604,3381656,3795190,3832066,3782392,3737605,3705879,3705019,3741023,3800278,3874924,3962970,4060613,4160821,4257011,4347824,4435209,4524766,4617112,4707396,4793719,4875176,4954024,5030952,5102831,5170052,5235216,5299330
205,South Asia,Region,SAS,"Population ages 0-14, total",SP.POP.0014.TO,232588996,239616103,246849368,254287980,261460568,268055992,274398894,280684688,287078023,293535197,299837176,305877215,312078820,318675524,325384149,331978572,338465785,345035718,351685389,358533355,365687127,372986680,380624662,388744772,397181642,405670132,414015398,422186164,430213863,438230130,445996624,453509019,461405342,469477686,477036043,483913243,490074467,495788152,501205917,506271902,510922830,515468250,520309481,524843084,528472416,531431053,533758970,535534748,537050357,538355525,539370146,540086974,540401831,540251929,539409441,537832749,535863908,533515671,531032473,528470419,525860147,523524019,521231122
206,Saudi Arabia,Country,SAU,"Population ages 0-14, total",SP.POP.0014.TO,1874143,1945845,2021798,2104355,2190403,2275632,2363425,2457153,2557133,2663683,2778213,2902365,3037830,3185352,3345001,3542798,3766533,3982561,4194582,4401377,4603793,4802482,4998290,5193874,5390099,5587049,5784972,5984952,6190502,6402888,6619437,6833628,7029366,7167527,7238391,7293479,7359224,7431943,7518686,7622776,7736253,7854302,7975643,8090654,8194824,8279710,8352255,8432842,8517713,8595792,8669895,8745154,8818200,8886588,8950579,9011700,9070164,9135022,9215711,9310089,9374031,9411988,9446950
207,Sudan,Country,SDN,"Population ages 0-14, total",SP.POP.0014.TO,3851180,3975455,4106398,4245476,4397130,4555875,4712233,4872038,5036905,5205257,5379176,5565357,5762015,5964844,6188460,6434357,6691983,6963242,7249327,7548357,7861732,8188971,8519435,8803529,9016718,9198006,9394218,9586321,9726592,9882765,10077461,10260535,10420196,10588467,10798754,11004335,11182444,11349217,11496632,11650223,11826362,12007310,12195828,12385728,12566962,12752478,12973228,13240916,13541589,13868948,14209282,14545440,14884534,15236556,15615754,16024558,16449579,16894874,17357425,17825947,18299549,18758652,19185348
208,Senegal,Country,SEN,"Population ages 0-14, total",SP.POP.0014.TO,1424143,1469335,1516185,1565488,1618835,1670108,1717329,1765863,1815697,1867011,1920333,1976209,2035042,2096980,2161918,2230180,2302406,2378171,2456852,2538295,2622394,2709021,2797609,2887527,2977994,3068686,3159131,3249107,3337513,3424067,3510363,3594676,3675744,3755180,3832519,3907408,3980467,4052859,4126102,4202474,4282324,4365122,4452206,4546229,4647543,4754924,4872203,4997597,5127486,5266800,5414875,5567745,5724580,5883092,6040416,6192789,6340283,6485674,6630333,6773719,6913873,7047810,7177700
209,Singapore,Country,SGP,"Population ages 0-14, total",SP.POP.0014.TO,745560,778548,801938,819360,833616,843172,849055,848939,841076,826753,812362,801429,790034,778346,763319,744151,724785,707018,687734,669851,653726,664116,675898,670375,671198,659596,644277,638598,639576,643221,657517,672718,690477,701615,714592,729116,756289,776737,790063,774621,768606,782896,785812,761879,750214,743564,745722,753280,761482,744416,723482,723189,732890,730317,717930,703682,697735,689926,688331,696271,690929,654053,667397
210,Solomon Islands,Country,SLB,"Population ages 0-14, total",SP.POP.0014.TO,59807,61357,62996,64713,66504,68389,70358,72394,74521,76748,79041,81791,85000,88250,91620,94998,98312,101675,105092,108540,112008,115499,119003,122528,126046,129503,132942,136399,139841,143313,146867,150461,154045,157660,161363,165172,169028,172844,176636,180329,183968,187617,191231,194870,198537,202253,206113,210102,214116,218223,222559,227215,232231,237490,242831,248165,253431,258578,263599,268533,273518,278450,283259
211,Sierra Leone,Country,SLE,"Population ages 0-14, total",SP.POP.0014.TO,886357,902350,919628,940270,965972,993051,1019603,1047055,1075249,1103447,1131704,1159728,1187711,1216082,1244743,1273474,1301612,1330410,1360550,1391093,1422457,1454698,1487977,1523410,1560887,1599739,1643174,1691685,1741636,1788711,1862643,1888083,1858293,1859173,1871134,1878852,1892573,1921057,1944195,1960001,2011577,2133085,2258505,2351292,2429867,2492509,2543777,2594720,2653312,2717319,2782575,2844820,2904512,2960644,3012206,3058627,3103419,3147386,3189607,3232462,3275899,3316876,3354130
212,El Salvador,Country,SLV,"Population ages 0-14, total",SP.POP.0014.TO,1269335,1310755,1351021,1389792,1429508,1470217,1512969,1557436,1602519,1647005,1688395,1726399,1762869,1798005,1831577,1863351,1892650,1920202,1946305,1970412,1990688,1998770,2012493,2041241,2069090,2096173,2121737,2147092,2179600,2216454,2251369,2283962,2314166,2323767,2311757,2295696,2276708,2257865,2241109,2226598,2213746,2200708,2184322,2163000,2137923,2109571,2078375,2048481,2018227,1983754,1947130,1910141,1873305,1836500,1800914,1767577,1736066,1707037,1681395,1659105,1641395,1626626,1610421
213,San Marino,Country,SMR,"Population ages 0-14, total",SP.POP.0014.TO,4056,4121,4165,4185,4188,4203,4252,4318,4400,4513,4624,4711,4783,4835,4856,4850,4836,4795,4744,4682,4598,4510,4417,4312,4206,4121,4030,3928,3851,3798,3762,3736,3694,3672,3677,3708,3766,3818,3886,3952,4019,4110,4220,4333,4422,4530,4699,4792,4772,4797,4877,4973,5024,5034,5030,5007,4963,4888,4793,4676,4550,4421,4289
214,Somalia,Country,SOM,"Population ages 0-14, total",SP.POP.0014.TO,1272427,1312565,1352479,1392601,1432125,1468180,1502064,1537165,1573719,1611618,1651162,1691874,1734080,1778635,1822275,1865014,1909980,1961381,2109386,2393445,2614264,2642079,2660140,2757023,2871819,3004311,3146092,3276816,3299474,3267037,3273592,3146708,2978718,3061834,3231222,3359419,3491492,3623150,3783106,3945309,4111494,4283332,4451819,4625585,4810844,5004353,5194088,5382991,5544700,5673277,5805336,5884657,5980415,6167363,6375410,6582222,6824264,7083941,7328396,7581911,7828576,8063870,8299774
215,Serbia,Country,SRB,"Population ages 0-14, total",SP.POP.0014.TO,1801870,1794602,1777027,1754126,1722319,1686117,1665304,1645577,1622326,1601446,1582420,1570088,1566806,1569759,1571258,1570812,1573693,1577875,1581561,1584097,1582714,1578376,1570989,1563717,1555895,1547960,1544510,1537304,1525237,1508546,1487792,1470156,1458369,1443262,1426875,1385213,1365313,1342842,1309479,1269977,1236736,1214692,1197686,1179555,1161231,1141145,1118535,1097453,1078772,1061973,1046275,1027023,1013876,1011429,1016050,1015405,1007091,995234,983801,976736,974823,975162,962092
216,Sub-Saharan Africa (excluding high income),Region,SSA,"Population ages 0-14, total",SP.POP.0014.TO,97938700,100533942,103285855,106225780,109379897,112642115,115938505,119329876,122846337,126484588,130270048,134192515,138213039,142355028,146655445,151120468,155730725,160376530,165269755,170481406,175678194,181141102,186946648,192606878,198226636,204068864,210109489,216373582,222583976,228827143,235206756,241514111,247810130,254225408,260308884,266434244,273127148,279760700,286148881,292620392,299419577,306499124,313834310,321414061,329309794,337606321,346308067,355381565,364807178,374494241,384379558,394435661,404723541,415198495,425626571,436004663,446348796,456588270,466748878,476864755,486921210,496821876,506528239
217,South Sudan,Country,SSD,"Population ages 0-14, total",SP.POP.0014.TO,1204848,1221034,1239136,1260282,1288143,1320411,1349488,1376045,1402946,1429194,1454853,1485327,1520599,1559284,1601396,1644098,1687602,1732174,1777866,1824280,1871711,1920282,1969401,2020797,2075342,2134803,2199437,2249500,2192130,2121449,2157772,2224015,2281326,2328919,2402103,2490498,2571400,2659135,2706305,2764316,2881371,3009349,3152548,3301055,3432378,3548567,3662790,3778163,3901344,4031516,4176544,4336944,4502002,4666584,4789569,4873167,4919346,4905385,4870162,4845146,4825570,4805951,4787081
218,Sub-Saharan Africa,Region,SSF,"Population ages 0-14, total",SP.POP.0014.TO,97954747,100550695,103303321,106243980,109398864,112661876,115959065,119351221,122868437,126507393,130293481,134216375,138237272,142379372,146679965,151145255,155755634,160401508,165294463,170505943,175702599,181165481,186970789,192630602,198250190,204092340,210132857,216397689,222607808,228850665,235229887,241537120,247832922,254248271,260331990,266457342,273150160,279783793,286172251,292643790,299442764,306521946,313857456,321436568,329331812,337628095,346329955,355403236,364829039,374515827,384401342,394456491,404744355,415219612,425647939,436026454,446370884,456610667,466771486,476887524,486944091,496844859,506555935
219,Small states,Region,SST,"Population ages 0-14, total",SP.POP.0014.TO,5720363,5859664,6005080,6148186,6286385,6419839,6548488,6670557,6788039,6898535,7001156,7099424,7192443,7280682,7373572,7477153,7591107,7718018,7852521,7979664,8106635,8243957,8387905,8538754,8694115,8856595,9021316,9186997,9354821,9528659,9703397,9865632,9984804,10096497,10216344,10311270,10391137,10457953,10513809,10562340,10605665,10646797,10684134,10713835,10742683,10775338,10813742,10865379,10934360,11010810,11096656,11198315,11312824,11441491,11579216,11713245,11845845,11971778,12085130,12194291,12282433,12348428,12415464
220,Sao Tome and Principe,Country,STP,"Population ages 0-14, total",SP.POP.0014.TO,22387,23602,25540,27248,28762,30125,31379,32561,33717,34874,35803,36452,37064,37703,38380,39123,39953,40864,41840,42795,43657,44390,45155,46000,46804,47887,49236,50622,52086,53565,55036,56368,57509,58524,59406,60155,60775,61251,61541,61653,61641,62261,63637,65103,66602,68159,69797,71543,73355,75127,76742,78213,79919,81821,83541,85013,86196,87107,87787,88264,88799,89327,89748
221,Suriname,Country,SUR,"Population ages 0-14, total",SP.POP.0014.TO,124488,129577,134654,139872,145848,152699,159856,166914,173620,179769,185191,189618,189572,185558,181385,177027,172427,167562,162480,157217,152985,150284,148288,146923,146311,146479,147135,147754,148862,150535,151756,152779,154130,155404,157326,159169,159739,159736,159242,158385,157360,156365,155566,154988,155474,156907,158330,159763,161119,162286,163203,163879,164282,164356,164172,163891,163607,163315,163027,162747,162500,162329,162206
222,Slovak Republic,Country,SVK,"Population ages 0-14, total",SP.POP.0014.TO,1279963,1319502,1327442,1329139,1331221,1328521,1318035,1302484,1284568,1268126,1250168,1232562,1221723,1218583,1224519,1234780,1246119,1260686,1275555,1288948,1299916,1310705,1325141,1341305,1355501,1366695,1374205,1375071,1369233,1356593,1339030,1316596,1292912,1271575,1246741,1218084,1188915,1159225,1128559,1096932,1061599,1024891,991159,959563,931500,906666,882924,862020,845539,836080,832811,832043,831274,830017,829889,831014,836121,845029,854007,861075,864785,865081,854936
223,Slovenia,Country,SVN,"Population ages 0-14, total",SP.POP.0014.TO,431956,434996,434899,434503,433604,431605,430114,428776,426029,422057,419012,417589,417729,418970,419317,421536,425858,429015,431903,435113,437621,436334,434595,434881,434643,433735,434988,435039,430412,423932,416349,407869,398204,387721,377140,366544,355608,345056,334898,326100,318664,311291,303741,296444,290571,286443,283946,283797,284313,287932,290839,293845,297447,300938,304230,306861,308922,310963,313832,317146,319621,320184,319260
224,Sweden,Country,SWE,"Population ages 0-14, total",SP.POP.0014.TO,1678102,1649979,1627268,1611315,1608086,1617457,1633191,1648501,1656888,1664786,1676152,1684136,1686718,1687215,1690603,1695390,1695471,1689810,1676567,1654869,1629498,1601709,1572157,1546562,1529015,1517527,1508142,1501928,1503849,1514085,1533008,1559509,1588098,1617004,1643163,1657669,1660029,1656935,1651380,1644025,1634817,1624373,1613994,1602655,1588522,1570855,1554969,1545585,1541691,1545814,1559429,1579568,1604597,1634334,1666815,1700223,1737202,1773580,1801984,1823725,1837227,1845060,1845679
225,Eswatini,Country,SWZ,"Population ages 0-14, total",SP.POP.0014.TO,162589,167371,172168,177126,181922,186472,191249,195997,200723,205870,211529,217718,224385,231470,239157,247518,256464,265827,275490,285484,295753,305261,314966,325602,336356,348344,360834,372911,385649,397858,409256,420923,432282,442382,448372,452003,455595,457629,457857,456783,455174,453078,450486,447635,444532,441439,438563,435790,432548,429060,426926,426069,425711,425693,425449,424746,423903,422887,421543,419728,418421,417641,416908
226,Sint Maarten (Dutch part),Territory,SXM,"Population ages 0-14, total",SP.POP.0014.TO,1074,1165,1266,1375,1488,1608,1735,1873,2023,2183,2358,2535,2692,2828,2961,3106,3270,3455,3663,3888,4116,4362,4635,4891,5120,5351,5598,5880,6211,6598,7051,7580,8046,8251,8281,8275,8239,8186,8186,8122,7952,7917,7836,7854,7954,7947,7946,7946,7890,7852,7682,7419,7955,8384,7950,7470,6976,6384,5865,5552,5278,4996,4711
227,Seychelles,Country,SYC,"Population ages 0-14, total",SP.POP.0014.TO,16047,16753,17466,18200,18967,19761,20560,21345,22100,22805,23433,23860,24233,24344,24520,24787,24909,24978,24708,24537,24405,24379,24141,23724,23554,23476,23368,24107,23832,23522,23131,23009,22792,22863,23106,23098,23012,23093,23370,23398,23187,22822,23146,22507,22018,21774,21888,21671,21861,21586,21784,20830,20814,21117,21368,21791,22088,22397,22608,22769,22881,22983,27696
228,Syrian Arab Republic,Country,SYR,"Population ages 0-14, total",SP.POP.0014.TO,2080192,2166021,2250873,2332790,2417515,2509499,2605655,2705943,2810105,2918711,3031926,3148630,3268151,3390260,3515424,3644692,3779422,3919987,4065259,4213234,4362058,4508607,4649629,4792189,4938558,5084097,5230031,5375079,5515295,5646661,5767571,5876805,5975639,6071310,6167591,6262705,6355597,6444525,6528268,6608263,6685141,6765389,6852905,6947627,7055053,7176843,7349568,7591032,7804570,7972304,8139835,8280211,8342842,8260992,8080412,7891555,7717732,7542447,7388857,7274856,7160123,7042047,6950650
229,Turks and Caicos Islands,Territory,TCA,"Population ages 0-14, total",SP.POP.0014.TO,2540,2546,2542,2534,2531,2541,2559,2580,2606,2632,2654,2666,2682,2716,2768,2835,2903,2970,3035,3084,3121,3164,3202,3234,3266,3295,3325,3362,3400,3438,3522,3678,3862,4040,4211,4374,4531,4691,4856,5021,5193,5383,5574,5750,5913,6062,6218,6388,6559,6703,6797,6799,6778,6800,6819,6860,6933,7030,7159,7307,7444,7555,7629
230,Chad,Country,TCD,"Population ages 0-14, total",SP.POP.0014.TO,1228930,1260226,1292808,1326579,1363510,1397884,1427678,1458898,1491746,1526834,1564665,1604878,1650634,1701222,1752020,1802871,1854083,1905432,1956634,2009466,2053953,2092995,2151308,2223258,2286948,2346208,2413341,2487467,2567359,2654333,2744045,2843022,2954605,3064947,3175304,3301117,3443873,3593033,3738372,3880436,4028500,4184299,4341496,4501751,4672381,4848580,5028342,5208982,5389785,5580401,5781358,5984509,6189760,6401977,6619790,6837257,7054294,7275310,7502302,7731412,7958952,8187764,8420211
231,East Asia & Pacific (IDA & IBRD countries),Region,TEA,"Population ages 0-14, total",SP.POP.0014.TO,360595010,358755138,364414301,378877030,392888896,404719198,416684299,426174798,435753561,446782910,457406850,468317383,477241340,485572081,495333207,504430545,512285855,514864778,509812909,503716319,499324334,495971089,495305272,493200664,488563582,484673041,482438353,482800185,484048852,486130199,490581124,494811338,497406683,499504238,500326679,499574958,497380119,493222743,488605052,483981208,478265757,470970118,461619277,451984776,442569507,432530347,424736403,420526743,417931008,416441435,415682124,415749135,417466377,419904841,422418881,424274690,426021361,428706537,429956616,429215190,426528903,421606475,415318894
232,Europe & Central Asia (IDA & IBRD countries),Region,TEC,"Population ages 0-14, total",SP.POP.0014.TO,98512438,101144917,102898349,104219939,104933778,105142154,105092695,105100229,105001309,104640390,103987704,103377086,102959976,102574162,102253159,102001843,101916113,101985616,102116946,102559640,103444916,104557014,105756022,106985441,108371529,109793033,111114557,112324062,113349687,113942319,114079382,113927733,113423165,112669776,111639627,110317807,108824098,107018291,104733287,102108743,99397411,96568729,93668671,91181483,89198164,87489799,86138551,85194570,84949041,85122637,85457585,85973389,86702344,87656154,88758979,89980724,91199773,92306580,93246813,94018025,94510250,94937869,94290917
233,Togo,Country,TGO,"Population ages 0-14, total",SP.POP.0014.TO,723241,737018,750655,765048,782511,805416,834588,869512,907650,946218,983114,1017205,1048732,1079061,1109253,1139507,1170072,1200903,1232080,1265055,1301628,1342630,1387539,1434591,1481972,1527862,1572323,1617204,1662447,1707316,1752033,1796571,1840785,1819718,1817045,1891084,1954772,2006931,2052188,2099854,2149456,2200295,2252373,2305940,2360513,2416207,2475735,2539740,2606861,2676161,2747763,2820674,2892421,2962456,3030591,3097259,3163280,3228515,3292583,3356275,3419062,3479407,3535967
234,Thailand,Country,THA,"Population ages 0-14, total",SP.POP.0014.TO,11745401,12184975,12637076,13100009,13558731,14002134,14433577,14852825,15255487,15637382,15999600,16337278,16648969,16930357,17171830,17370714,17520286,17618368,17671566,17691979,17701400,17695996,17654888,17575762,17468029,17341684,17203543,17054797,16899387,16753849,16570685,16376987,16211481,16062760,15958525,15887402,15817361,15716458,15586118,15412407,15171295,14903941,14664060,14447711,14248844,14051880,13850251,13669940,13513340,13361754,13168816,12937850,12720798,12534298,12379351,12232956,12083167,11936831,11792334,11641699,11483263,11313244,11127205
235,Tajikistan,Country,TJK,"Population ages 0-14, total",SP.POP.0014.TO,858083,918667,978348,1035837,1089751,1139951,1188624,1234850,1278719,1320644,1360682,1398667,1434455,1468347,1501253,1534159,1567783,1602872,1640430,1680919,1724473,1771293,1821217,1874617,1931956,1988649,2048197,2116333,2189516,2270739,2354205,2432444,2500175,2558036,2615392,2672861,2724852,2739372,2716415,2680751,2668236,2681479,2688051,2691416,2693209,2694314,2698517,2711504,2734862,2765511,2802936,2852277,2911781,2975765,3046712,3122194,3195771,3265906,3336756,3410475,3482737,3550262,3609833
236,Turkmenistan,Country,TKM,"Population ages 0-14, total",SP.POP.0014.TO,629417,673613,718084,761549,801109,836263,869448,900702,929732,956752,981962,1005466,1026984,1046563,1064621,1081349,1097231,1112894,1128831,1145766,1163892,1184280,1208257,1235562,1265999,1300088,1338506,1380102,1421315,1462904,1503944,1541740,1578501,1614143,1645610,1671235,1689706,1701279,1707602,1707917,1701307,1687848,1669320,1649116,1627935,1608604,1594300,1583757,1577795,1579146,1589597,1609322,1637503,1672399,1712027,1754246,1797603,1841021,1882226,1919460,1952180,1979718,2001238
237,Latin America & the Caribbean (IDA & IBRD countries),Region,TLA,"Population ages 0-14, total",SP.POP.0014.TO,90415313,93321121,96218437,99082088,101886408,104638108,107340652,109970853,112521358,114999712,117404050,119689109,121871547,124022819,126141600,128225610,130296833,132387229,134502001,136609808,138684903,140694492,142699324,144738338,146742035,148666052,150479542,152173804,153775264,155285967,156721930,158046932,159232629,160300604,161246685,162069925,162738032,163250457,163647902,163936537,164117339,164177919,164091144,163844437,163485451,163059194,162552656,161982171,161338444,160639362,159870888,159255878,158632979,157918538,157181022,156478139,155794293,155117602,154434624,153678614,152802838,151820689,150763353
238,Timor-Leste,Country,TLS,"Population ages 0-14, total",SP.POP.0014.TO,188479,189670,190887,192557,194330,197301,201831,206443,211096,215726,220290,224739,229024,233072,236229,240013,245183,249870,253045,254584,256108,257681,259050,261222,264592,269508,276039,284491,295075,307154,318946,327356,333387,339856,346542,352982,358863,364289,369333,373741,378438,384832,392418,400236,408445,417189,425785,433570,439994,445009,450555,457449,463685,467707,469735,470849,471322,471086,470234,468786,467284,466214,465591
239,Middle East & North Africa (IDA & IBRD countries),Region,TMN,"Population ages 0-14, total",SP.POP.0014.TO,41904186,43254920,44595491,45964322,47315257,48669202,50090161,51557402,53017661,54482254,55969213,57468751,58992090,60547642,62131445,63897556,66000549,68068154,69833732,71716422,73869644,76152605,78521130,80974341,83505696,86008895,88505486,90949129,93248268,95423115,97354661,99087509,100698084,102118565,103195825,103841173,104112220,104065353,103861513,103580506,103253012,102914527,102561777,102266739,102144289,102203522,102287998,102438552,103055950,104159359,105605828,107415256,109606830,112254328,115211203,118087448,120443250,122388333,124187948,125707628,126921596,127879110,128574315
240,Tonga,Country,TON,"Population ages 0-14, total",SP.POP.0014.TO,31289,32289,33317,34372,35415,36457,37441,38435,39417,40262,40977,41569,42041,42411,42755,43118,43449,43412,43039,42666,42287,41896,41475,41033,40619,40270,40009,39834,39726,39670,39662,39690,39737,39776,39803,39825,39785,39641,39460,39325,39279,39341,39509,39780,40112,40435,40718,40793,40650,40491,40349,40255,40068,39733,39410,39016,38585,38178,37715,37244,36916,36703,36608
241,South Asia (IDA & IBRD),Region,TSA,"Population ages 0-14, total",SP.POP.0014.TO,232588996,239616103,246849368,254287980,261460568,268055992,274398894,280684688,287078023,293535197,299837176,305877215,312078820,318675524,325384149,331978572,338465785,345035718,351685389,358533355,365687127,372986680,380624662,388744772,397181642,405670132,414015398,422186164,430213863,438230130,445996624,453509019,461405342,469477686,477036043,483913243,490074467,495788152,501205917,506271902,510922830,515468250,520309481,524843084,528472416,531431053,533758970,535534748,537050357,538355525,539370146,540086974,540401831,540251929,539409441,537832749,535863908,533515671,531032473,528470419,525860147,523524019,521231122
242,Sub-Saharan Africa (IDA & IBRD countries),Region,TSS,"Population ages 0-14, total",SP.POP.0014.TO,97954747,100550695,103303321,106243980,109398864,112661876,115959065,119351221,122868437,126507393,130293481,134216375,138237272,142379372,146679965,151145255,155755634,160401508,165294463,170505943,175702599,181165481,186970789,192630602,198250190,204092340,210132857,216397689,222607808,228850665,235229887,241537120,247832922,254248271,260331990,266457342,273150160,279783793,286172251,292643790,299442764,306521946,313857456,321436568,329331812,337628095,346329955,355403236,364829039,374515827,384401342,394456491,404744355,415219612,425647939,436026454,446370884,456610667,466771486,476887524,486944091,496844859,506555935
243,Trinidad and Tobago,Country,TTO,"Population ages 0-14, total",SP.POP.0014.TO,369053,376754,383732,390320,396256,401146,404961,407618,408867,408179,405173,402076,400772,399915,398212,395542,392436,389443,387494,387505,389499,393378,398899,405314,411819,418741,425271,429527,431603,432106,431207,428907,425233,419788,412273,402883,391820,379616,367110,355137,343701,332813,323104,314875,308181,302967,299095,296333,294615,293709,293609,294368,295604,296889,297808,298294,298433,298236,298969,298549,296412,294443,291600
244,Tunisia,Country,TUN,"Population ages 0-14, total",SP.POP.0014.TO,1829252,1858760,1892590,1932323,1975094,2021186,2077678,2140279,2200982,2258242,2311412,2360251,2406652,2453693,2502346,2553234,2603956,2652109,2696928,2738503,2777328,2816684,2858855,2903756,2955201,3011854,3069396,3122838,3166275,3196806,3217173,3230227,3236234,3237032,3230977,3216068,3189998,3152254,3104735,3047093,2982247,2914021,2846468,2785394,2733672,2691013,2654908,2624812,2602889,2591289,2593228,2609141,2640763,2687095,2742542,2802116,2861049,2917198,2965974,3004844,3034359,3055772,3069270
245,Turkiye,Country,TUR,"Population ages 0-14, total",SP.POP.0014.TO,11586874,11942912,12316495,12673605,13001417,13292148,13681227,14200893,14658479,14992647,15269459,15523902,15776118,16054471,16329172,16547310,16764429,17028922,17279135,17489375,17701747,17921039,18160376,18307154,18437454,18657697,18849248,19013409,19159577,19294387,19410512,19489609,19546904,19601713,19651799,19700580,19761717,19831159,19893864,19937790,19954807,19976437,19965970,19895093,19818350,19764450,19729139,19612731,19589585,19565478,19547806,19506489,19413782,19323430,19258139,19248737,19281282,19378197,19567265,19738376,19771392,19758223,19743082
246,Tuvalu,Country,TUV,"Population ages 0-14, total",SP.POP.0014.TO,2245,2325,2387,2429,2432,2415,2421,2450,2490,2501,2485,2470,2456,2444,2479,2553,2621,2681,2730,2760,2778,2791,2797,2802,2813,2863,2949,3044,3150,3260,3370,3483,3568,3608,3626,3627,3614,3585,3550,3519,3491,3466,3455,3453,3451,3442,3428,3413,3406,3410,3425,3456,3498,3502,3466,3440,3420,3408,3421,3455,3498,3544,3585
