id,Country Name,Category,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
50,Caribbean small states,Region,CSS,"Population ages 15-64, total",SP.POP.1564.TO,2220868,2245667,2268977,2291926,2313289,2334813,2358051,2381553,2406902,2437528,2477747,2528315,2582429,2637738,2695528,2756457,2818965,2879615,2939019,2997748,3057411,3119187,3180802,3239104,3292455,3342209,3389006,3431924,3472681,3512430,3551272,3594614,3643579,3693700,3745936,3803765,3866220,3930184,3995179,4060642,4126775,4194077,4261385,4327503,4390337,4448561,4505009,4561579,4617002,4671235,4726191,4780140,4834196,4888307,4939770,4985259,5023822,5060267,5125798,5170996,5189110,5223819,5246326
51,Cuba,Country,CUB,"Population ages 15-64, total",SP.POP.1564.TO,4342091,4419570,4492328,4561961,4632192,4704568,4775281,4843708,4912948,4985273,5061836,5137967,5210749,5282438,5355677,5434169,5520905,5618179,5726296,5842216,5962145,6099540,6251424,6399769,6544892,6688413,6831192,6970329,7100098,7215012,7311810,7388953,7448108,7492585,7519707,7532917,7541026,7556229,7583593,7616129,7650864,7684033,7715033,7749263,7787077,7821875,7849474,7865453,7869219,7865348,7857563,7848484,7842497,7841392,7843110,7843206,7838384,7826960,7806524,7779726,7750885,7714020,7677039
52,Curacao,Territory,CUW,"Population ages 15-64, total",SP.POP.1564.TO,67504,68068,69427,70898,72283,73565,74467,75413,76799,78352,79970,82029,83038,83651,85668,87377,88823,90146,90727,91624,92851,94209,95997,97377,98394,99212,99323,98569,97102,95494,94350,93540,93065,93221,93402,93721,94499,94979,93451,90272,86783,83853,84267,86445,88407,91141,93822,95782,96956,97489,98580,99837,100560,101578,102793,104016,105086,105543,107858,108051,105426,103640,101844
53,Cayman Islands,Territory,CYM,"Population ages 15-64, total",SP.POP.1564.TO,4824,4873,4924,4977,5033,5108,5195,5295,5404,5515,5755,6175,6664,7168,7701,8247,8794,9346,9890,10448,11054,11704,12384,13090,13815,14559,15312,16070,16823,17610,18572,19687,20822,21959,23093,24219,25344,26453,27548,28628,29671,30720,31813,32928,34074,35254,36455,37677,38909,40120,41273,42346,43382,44433,45471,46470,47432,48348,49225,50063,50875,51368,51580
54,Cyprus,Country,CYP,"Population ages 15-64, total",SP.POP.1564.TO,337512,342843,348602,354337,359660,364699,369700,374573,379316,384064,388856,393673,398451,403457,404114,403677,409749,418734,427461,435713,443346,450358,456810,463143,469953,477362,485206,493245,501232,509022,516618,524117,531977,541649,553478,566650,580904,595925,611408,627130,642939,658570,673874,689585,706301,723788,741705,759663,777291,794326,810597,822641,829867,835587,840546,845122,849505,853788,857904,861709,864290,865181,866553
55,Czechia,Country,CZE,"Population ages 15-64, total",SP.POP.1564.TO,6242184,6256444,6321361,6381959,6431117,6471939,6510456,6543089,6568155,6588328,6566562,6542407,6551898,6551909,6538679,6519008,6502433,6489963,6485845,6495686,6506573,6533967,6585841,6638796,6678307,6696214,6705361,6719485,6747280,6790770,6822731,6853906,6905700,6957069,7004037,7040283,7065655,7090053,7115388,7141781,7157379,7166721,7187565,7218701,7247811,7273975,7300514,7336996,7374057,7375592,7346295,7295370,7225496,7148825,7082902,7027887,6974680,6928654,6891614,6863717,6833074,6675837,6766557
56,Germany,Country,DEU,"Population ages 15-64, total",SP.POP.1564.TO,49087200,48967259,48955708,49014231,49033259,49114828,49198400,49098900,49056075,49255985,49281574,49296569,49534072,49778985,49962659,50020033,50123464,50335783,50630716,51039669,51621171,52327724,52983012,53523737,53841127,53933079,53999475,54051619,54167870,54462370,54775060,55022968,55331456,55584804,55678803,55783193,55926158,56014679,56031389,55988420,55870870,55754780,55661657,55504907,55245312,54928804,54601018,54364149,54181517,53968471,53930401,53064867,53223281,53359211,53484793,53786433,54016360,53973322,53871540,53703580,53459730,53209258,53319483
57,Djibouti,Country,DJI,"Population ages 15-64, total",SP.POP.1564.TO,46011,47945,50167,52789,55770,58863,61937,65077,68307,72165,76674,81620,87158,93248,100372,109138,119764,132005,145080,157725,168791,177834,185210,192073,199992,210191,223154,238568,255219,276621,307384,335836,334162,329100,337185,342200,352680,370117,391126,409439,425829,442659,459454,470645,477523,485434,497042,511000,524878,539168,553210,567001,580689,594524,608791,623596,638951,654802,670838,686556,701531,715670,729355
58,Dominica,Country,DMA,"Population ages 15-64, total",SP.POP.1564.TO,29454,29705,29909,30100,30271,30422,30543,30644,30750,30875,31247,31940,32719,33497,34267,35007,35703,36354,36965,37559,38145,38793,39490,40098,40569,40892,41061,41104,41004,40710,40196,39876,40020,40275,40482,40658,40803,40930,41034,41094,41101,41271,41706,42195,42640,43069,43476,43877,44260,44591,44843,45208,45797,46133,47094,48126,48531,49130,49692,50330,50902,51282,51532
59,Denmark,Country,DNK,"Population ages 15-64, total",SP.POP.1564.TO,2940617,2976218,3012059,3041799,3065082,3084639,3102047,3118640,3133691,3149757,3172152,3191505,3205183,3219554,3229500,3234433,3242225,3255808,3273393,3294154,3316051,3338634,3359432,3374547,3386581,3397571,3409935,3426050,3438973,3448781,3462107,3476601,3488806,3499894,3510374,3525189,3539628,3547207,3552376,3556408,3560844,3567227,3573414,3578487,3583778,3590112,3598201,3608446,3620404,3627842,3629335,3627006,3624206,3627270,3637286,3656091,3677758,3693665,3704032,3710063,3713686,3722898,3745673
60,Dominican Republic,Country,DOM,"Population ages 15-64, total",SP.POP.1564.TO,1618072,1662437,1710256,1761937,1815959,1870267,1928029,1991482,2059042,2130468,2203947,2279237,2357756,2439749,2525493,2614857,2707127,2801560,2897832,2995318,3094808,3196392,3298419,3400250,3502105,3604557,3707432,3810645,3914573,4018700,4122545,4226168,4329655,4433217,4535851,4637845,4739522,4840275,4941346,5042773,5143126,5242444,5342651,5445565,5552239,5662531,5775183,5889440,6005061,6121338,6236035,6347535,6454568,6555628,6653911,6752134,6847861,6939526,7027160,7110539,7195061,7279123,7353464
61,Algeria,Country,DZA,"Population ages 15-64, total",SP.POP.1564.TO,5824918,5869897,5905143,5943869,6001519,6072016,6172846,6313036,6471455,6640764,6813363,6989839,7175283,7373785,7589845,7871099,8201406,8501215,8793101,9112626,9454469,9818280,10205109,10615287,11049456,11508322,11985995,12442958,12880345,13329909,13789483,14250380,14710931,15182962,15668783,16176902,16727703,17309467,17887221,18466896,19055389,19637295,20206328,20759991,21301420,21799276,22287052,22796543,23293706,23777487,24238179,24667114,25063165,25412579,25723551,26021777,26311329,26594763,26884238,27191521,27520307,27878915,28275097
62,East Asia & Pacific (excluding high income),Region,EAP,"Population ages 15-64, total",SP.POP.1564.TO,498085236,499953286,505986262,514221649,522535515,533456413,547159534,562351772,578368412,594633332,612139651,629923992,648047254,665790153,680432223,693227704,705555082,721958741,746091579,771307482,794435089,817305926,839756159,863766514,889191898,914337948,939165820,962841855,985819298,1007103516,1025499042,1043239393,1061083651,1078368290,1096533802,1115584027,1135637368,1157374436,1178369107,1197897656,1217420515,1237652228,1259285014,1280739072,1301788299,1323431887,1342426194,1357669469,1371421664,1383828867,1395073174,1405838897,1416159740,1424929756,1432265250,1438383870,1443760441,1447561631,1449972114,1452438116,1454568652,1456996527,1458777150
63,Early-demographic dividend,Economic Category,EAR,"Population ages 15-64, total",SP.POP.1564.TO,541056529,552131976,563507923,575203144,587836615,601267032,615006848,629507834,644909138,661123982,677866161,694627138,712091345,730794833,750089392,769946305,790186684,811158364,833090049,855838544,879683406,905140427,931197756,957261799,983613764,1010482765,1038216283,1066565300,1095544604,1125116148,1156882319,1188368337,1218873679,1249034206,1279624360,1311927317,1346396162,1381800194,1417775271,1454200431,1491248773,1528647069,1565101397,1601247376,1638150824,1675115372,1712405765,1749882214,1786658746,1823222487,1860635570,1897663241,1933283309,1968289821,2002934528,2037676491,2072383547,2106715539,2140537175,2173878849,2206560412,2238144635,2269690345
64,East Asia & Pacific,Region,EAS,"Population ages 15-64, total",SP.POP.1564.TO,588325083,591704661,599772412,610405308,621138390,634320125,650071337,667093381,684957941,703239312,722812713,743379871,763429440,783081023,799775162,814544327,828756235,847035781,873054999,900270745,925364954,950104069,974455695,1000549956,1027987359,1055060628,1081771632,1107390026,1132279993,1155437871,1175459826,1194721880,1213815303,1232245145,1251519586,1271612690,1292754885,1315273112,1336971912,1356968293,1376885700,1397475857,1419333034,1440978159,1462205536,1483925633,1503093508,1518618381,1532826981,1545553577,1557195771,1568286794,1578560199,1586781173,1593545000,1599250368,1604379896,1607833827,1609933921,1612115343,1613588064,1614694036,1615605260
65,Europe & Central Asia (excluding high income),Region,ECA,"Population ages 15-64, total",SP.POP.1564.TO,158142345,159390138,161435852,163822055,166669000,169695874,172253630,174831423,177420037,180192647,183118392,185975576,188751454,191592210,194422077,197216360,200102992,202836381,205445916,207871173,210238645,212787116,215350103,217781585,220208671,222692441,225187468,227611465,229852100,231555167,232816681,234174080,235053195,235564767,236095247,236803646,238062604,239677484,241671265,243832171,245945736,247891096,249599458,250979872,252162356,253409548,254780904,256252035,258457239,260810014,263212196,264995541,265848052,266473490,266723641,266769977,266850483,266877925,266813046,266780525,266511666,266741008,263005518
66,Europe & Central Asia,Region,ECS,"Population ages 15-64, total",SP.POP.1564.TO,423108515,425856612,430015765,434700963,439631473,444457663,448666884,452858716,457031253,461397631,465638248,469848025,474355942,478914172,483379831,487815019,492357596,496741159,501177437,505686516,510624657,516219738,521973815,527579086,532654988,536880115,540701900,544403944,547881137,550942926,553593762,556394655,558535569,560230247,561773251,563356246,565429831,567857282,570651964,573673471,576425637,579102878,581887460,584730192,587367297,589880456,592452143,595281578,598611745,601443401,604015747,604784975,605061258,605246615,605065677,604727166,604454247,603889176,603314617,602551834,601594722,600597531,596832798
67,Ecuador,Country,ECU,"Population ages 15-64, total",SP.POP.1564.TO,2369968,2430880,2495344,2566350,2644531,2727153,2812637,2901032,2992572,3087376,3185720,3288050,3394648,3505329,3619903,3738669,3862089,3990174,4122611,4259675,4401424,4547078,4696623,4850169,5007372,5167568,5330185,5495004,5660510,5825624,5990274,6152846,6309184,6459122,6607668,6757766,6909869,7063567,7218933,7377336,7540817,7711620,7890265,8075285,8263862,8454847,8649148,8845796,9042969,9240065,9437031,9634039,9830381,10024345,10218347,10417708,10624438,10842807,11112458,11388419,11602470,11792831,11966791
68,"Egypt, Arab Rep.",Country,EGY,"Population ages 15-64, total",SP.POP.1564.TO,14643042,15005302,15419983,15867380,16312546,16739825,17160357,17590037,18033946,18482921,18931898,19369646,19801354,20242055,20692056,21155378,21626163,22130982,22679618,23251916,23855816,24484737,25136337,25825705,26542087,27272716,28014169,28774054,29567103,30392066,31251661,32117973,32999829,33932654,34925008,35959072,37025853,38143745,39309297,40511297,41746557,43018921,44354895,45729935,47090940,48413679,49688626,50955602,52207378,53415035,54599324,55843737,57070924,58304092,59566999,60743290,61930648,63148640,64340136,65512638,66715543,67933197,69152645
69,Euro area,Union,EMU,"Population ages 15-64, total",SP.POP.1564.TO,174442307,175270941,176420658,177721199,178914046,179986902,180926786,181690851,182484457,183367283,184090646,184931016,186115493,187366299,188638334,189970399,191350041,192724962,194216789,195924870,198022496,200460174,202851300,205065923,206928600,208176623,209122723,210051551,210978319,212033270,213088542,214272233,215273316,216096157,216709203,217180236,217640477,218107304,218492080,218853539,219197061,219529554,220264003,221206444,222107752,222803189,223433079,224383533,225208175,225431157,225518822,224465873,224090270,223886304,223646360,223434970,223293008,222959884,222743173,222285474,221935301,221345338,221583407
70,Eritrea,Country,ERI,"Population ages 15-64, total",SP.POP.1564.TO,545055,559948,575237,590134,604878,618402,630560,643192,656384,670253,684927,700500,717024,734421,752445,770881,789907,809868,830754,852496,875280,899066,923456,948411,973690,998607,1023858,1048933,1073707,1097730,1119318,1060427,996502,1031544,1066096,1146041,1215780,1214515,1218735,1228123,1242029,1284633,1340694,1413373,1487572,1524177,1542864,1560614,1608887,1656963,1693784,1731378,1759434,1785807,1797287,1801414,1815669,1838000,1877723,1924325,1976297,2035003,2092169
71,Spain,Country,ESP,"Population ages 15-64, total",SP.POP.1564.TO,19604291,19743442,19876289,20039064,20214758,20348305,20453024,20623889,20822941,20957879,21122528,21328613,21540919,21770233,22028162,22288226,22522057,22759256,23012613,23290437,23572727,23863568,24152308,24412498,24658317,24886096,25091112,25283637,25466728,25646385,25829081,26059081,26339989,26616496,26870866,27091869,27283087,27450907,27588928,27712698,27827997,27974777,28359843,28929865,29524610,30062646,30560758,31152612,31604262,31740573,31708922,31650627,31505596,31201239,30917313,30773032,30717059,30715847,30814187,31046581,31229056,31289780,31503646
72,Estonia,Country,EST,"Population ages 15-64, total",SP.POP.1564.TO,803085,808961,819205,831018,844083,856448,866884,874639,881975,890508,899873,909669,918351,926781,935317,943400,950508,956987,962688,967216,972798,980688,989675,997821,1005999,1015612,1024623,1032108,1036795,1038442,1037406,1031355,1011356,984161,962564,945133,931727,922626,917466,929158,941321,937945,934061,930328,926719,922372,915462,908765,904893,901239,896373,889309,880189,870697,861707,856276,850822,846482,845484,844746,842292,840607,849966
73,Ethiopia,Country,ETH,"Population ages 15-64, total",SP.POP.1564.TO,11826165,12144912,12477627,12809039,13133531,13459816,13781672,14104331,14435141,14767157,15100792,15423891,15740383,16078968,16443052,16805064,17173530,17446044,17693256,17910396,17966905,18378871,19074192,19637495,20225974,20841055,21454424,22126207,22872103,23625179,24378488,25306664,26255130,27082543,27939064,28839954,29754494,30636014,31505992,32419918,33380131,34404804,35522706,36704384,37922984,39176833,40501323,41904878,43364378,44896266,46533575,48281304,50111192,51981291,53901969,55867552,57895064,59985968,62067687,64147672,66279326,68441736,70615185
74,European Union,Union,EUU,"Population ages 15-64, total",SP.POP.1564.TO,230308848,231550518,233300631,235303277,237234494,238968573,240602120,242191941,243743407,245307483,246617020,247949371,249607021,251231644,252784100,254333439,255868164,257360740,258972222,260800567,263116737,265913899,268844484,271731007,274122067,275681403,276859230,278005756,279139808,280338828,281548033,282875635,284039358,285130960,286027658,286746168,287401800,288053966,288646207,289240599,289578916,289900669,290525958,291597767,292638187,293428478,294115951,294965559,295622072,295707222,295512777,294181012,293398670,292760515,292066884,291389290,290757408,289928981,289210989,288268343,287411729,286182301,285922826
75,Fragile and conflict affected situations,Economic Category,FCS,"Population ages 15-64, total",SP.POP.1564.TO,138988222,141504736,144209409,146953477,149805248,152733058,155728217,158829424,161988335,165230871,168568779,171974152,175408094,178996095,182852374,186860194,191098647,195370826,199646053,204131454,208529374,212769394,217326992,222151873,227156101,232337183,237490986,242686452,247894585,253452513,260042466,265949468,272750447,280071332,288325658,296620813,303637987,310590048,318163280,326276409,334424786,342673809,351583411,360794090,369993763,379531366,389381144,399169957,409284739,419984596,430950213,441880204,452932562,464089815,475066687,486113336,497648811,509573514,521727311,534587847,548391254,562566284,573247478
76,Finland,Country,FIN,"Population ages 15-64, total",SP.POP.1564.TO,2758982,2800637,2847308,2893075,2929871,2957576,2983517,3013503,3041209,3050645,3050589,3070070,3103738,3132676,3156498,3174221,3185506,3195107,3207298,3220857,3236466,3257494,3281958,3304833,3325745,3338646,3342962,3345440,3344810,3346792,3355727,3369870,3384938,3396122,3403789,3409589,3416505,3426968,3441552,3455387,3464352,3471758,3478324,3483581,3488772,3499298,3507266,3518847,3536864,3547864,3549606,3539610,3524876,3508386,3491693,3475929,3463631,3451227,3437072,3426873,3419944,3417691,3419917
77,Fiji,Country,FJI,"Population ages 15-64, total",SP.POP.1564.TO,199978,206397,213292,220636,228407,236097,243592,251115,258610,266333,274430,282833,291507,300352,309286,318314,327673,337819,348714,359787,370662,381351,391802,402107,412463,422549,431152,437946,443530,448421,453438,457126,460012,463772,467725,472034,478405,487425,497498,507598,517225,526193,534674,542849,550719,558393,565856,572639,578116,582368,585967,589081,591590,593436,594802,596070,597310,598217,598753,598992,600796,604407,608930
78,France,Country,FRA,"Population ages 15-64, total",SP.POP.1564.TO,28965834,29238690,29614124,30008256,30403202,30785218,31136220,31458818,31764862,32056417,32340743,32616494,32884589,33140342,33388573,33634646,33891698,34147892,34400960,34676025,35037746,35513684,36007853,36466611,36890957,37193165,37404486,37644930,37881863,38080277,38220053,38470417,38583290,38699432,38807704,38922858,39046559,39173831,39288628,39446754,39677855,39940381,40220123,40511430,40808634,41120722,41435583,41694810,41868249,41982175,42084351,42095743,42005760,41924226,41834284,41731092,41634728,41566422,41540363,41525825,41514540,41541802,41559412
79,Faroe Islands,Territory,FRO,"Population ages 15-64, total",SP.POP.1564.TO,20233,20557,20863,21171,21485,21792,22068,22304,22509,22693,22953,23301,23642,23966,24277,24581,24898,25252,25679,26153,26624,27107,27607,28086,28513,28886,29239,29608,29984,30360,30280,29690,29019,28305,27589,27359,27616,27865,28083,28296,28615,29046,29479,29928,30439,30793,30920,30958,30891,30780,30699,30642,30562,30408,30189,30271,30625,31006,31434,31836,32241,32489,32582
80,"Micronesia, Fed. Sts.",Country,FSM,"Population ages 15-64, total",SP.POP.1564.TO,22350,23027,23723,24355,24929,25612,26403,27177,27943,28743,29573,30313,30964,31656,32394,33223,34131,35070,36091,37201,38356,39560,40818,42137,43524,44976,46491,48055,49355,50386,51466,52617,54043,55758,57461,58767,59715,60612,61481,62324,63143,63858,64366,64672,64887,65076,65225,65357,65443,65452,65889,66564,67077,67657,68223,68764,69226,69629,70036,70378,70947,71749,72534
81,Gabon,Country,GAB,"Population ages 15-64, total",SP.POP.1564.TO,312335,313976,315829,317727,319742,322164,324895,327788,330871,335303,340793,345903,350752,355681,360974,366724,372955,379677,386860,394437,402413,410832,419682,428996,438812,449186,460198,471851,484105,496929,510365,524470,539316,554965,571412,588744,607100,626418,646679,667934,690305,713941,738903,765288,793258,823039,854857,888670,924237,961372,1000174,1040614,1082486,1125185,1166762,1205425,1240618,1272870,1303743,1334534,1365646,1397191,1429309
82,United Kingdom,Country,GBR,"Population ages 15-64, total",SP.POP.1564.TO,34016266,34243002,34556057,34811820,34943932,35005008,35015160,35014507,35012069,35005217,34993908,35003979,35038760,35087109,35135244,35206853,35328740,35482007,35654216,35855496,36065048,36259976,36469549,36721189,36946981,37083251,37177914,37249244,37291007,37330075,37357165,37365340,37360523,37377462,37449814,37564330,37687892,37814737,37976019,38179615,38411614,38661576,38933315,39224731,39543896,39917314,40315048,40682733,40985517,41224543,41444114,41607173,41663167,41710813,41827620,41987013,42139473,42264767,42381437,42504702,42589297,42509878,42435350
83,Georgia,Country,GEO,"Population ages 15-64, total",SP.POP.1564.TO,2327147,2348647,2374946,2405562,2438549,2472950,2492591,2496319,2501716,2514241,2543880,2587520,2630850,2671255,2712238,2750639,2788437,2825004,2857665,2892235,2928024,2962160,2996474,3030909,3062641,3093316,3123875,3152167,3184535,3189429,3176965,3182312,3188313,3193116,3127388,3001130,2888749,2796221,2730520,2682418,2640414,2608799,2593527,2582030,2571833,2564223,2562225,2566243,2579752,2576752,2570644,2553596,2530351,2511750,2497452,2483570,2466368,2449123,2432367,2414168,2404553,2386451,2380726
84,Ghana,Country,GHA,"Population ages 15-64, total",SP.POP.1564.TO,3597798,3664503,3714399,3771672,3839178,3913330,3992054,4077436,4169111,4268974,4383614,4514264,4657650,4813269,4979699,5155356,5340033,5534592,5736726,5940864,6141951,6339493,6538602,6740489,6895872,7005431,7120814,7254806,7418739,7609833,7819508,8035181,8268985,8527123,8795742,9077060,9370634,9687166,10029789,10374839,10722997,11099866,11501424,11904276,12306846,12710515,13116164,13528348,13942987,14352729,14746366,15130695,15521628,15920252,16326827,16746083,17187227,17640373,18086170,18529159,18990581,19459598,19920727
85,Gibraltar,Territory,GIB,"Population ages 15-64, total",SP.POP.1564.TO,14392,14505,14722,15050,15415,15773,16120,16473,16843,17208,17518,17700,17798,17911,18034,18174,18324,18444,18555,18682,18813,18930,18956,18879,18776,18673,18573,18468,18350,18242,18139,18043,18032,18065,18078,18103,18139,18179,18198,18213,18244,18287,18434,18671,18908,19162,19487,19875,20238,20536,20716,20861,21086,21167,21057,20942,20824,20716,20636,20573,20517,20407,20284
86,Guinea,Country,GIN,"Population ages 15-64, total",SP.POP.1564.TO,1991987,2025295,2058445,2090879,2120165,2152780,2191922,2232029,2273191,2314288,2353585,2390253,2424357,2456451,2486671,2515169,2542430,2569176,2596869,2627486,2662656,2703145,2749122,2800144,2856474,2919191,2988319,3062836,3140590,3218155,3326055,3456654,3561965,3665824,3771158,3873199,3980772,4040152,4092812,4177339,4245301,4269152,4318738,4428107,4533974,4631181,4738770,4869868,5014357,5163950,5318008,5479636,5647203,5818161,5997939,6186374,6378376,6572997,6772407,6981137,7197314,7416945,7641239
87,"Gambia, The",Country,GMB,"Population ages 15-64, total",SP.POP.1564.TO,225359,232349,239266,245755,251602,257366,263495,270035,277018,284315,291916,299843,308107,316716,324641,331940,339714,347967,356671,365901,375680,385683,396226,407656,421059,436550,452911,470187,488499,507882,528286,549679,571383,591762,610174,627882,646131,665178,685034,705856,727657,750389,774011,798059,822560,848143,875201,903715,933420,964026,995322,1027703,1061670,1097397,1134620,1172681,1211587,1251435,1292545,1335296,1380166,1427172,1475251
88,Guinea-Bissau,Country,GNB,"Population ages 15-64, total",SP.POP.1564.TO,337110,338265,338860,338044,328214,312838,303806,304796,312384,314982,317256,318906,319531,325409,336606,352859,368897,384753,400711,411600,415824,418591,421430,424545,428162,432417,437371,443020,449376,456453,464229,476575,494956,515538,535829,554273,571161,587528,603632,619938,637323,655711,674576,693780,713324,732939,752807,773690,795627,818596,842640,867705,893849,920895,948590,976995,1006203,1036446,1067845,1100192,1133245,1166906,1201577
89,Equatorial Guinea,Country,GNQ,"Population ages 15-64, total",SP.POP.1564.TO,149861,152029,154418,157032,160246,164053,168060,172208,176254,177969,176346,173006,168872,164378,159765,155198,150547,147405,146632,147819,152023,159376,169035,181969,196657,209782,220922,230305,238717,246860,255027,263388,272079,281218,291015,301668,313227,325717,339129,353729,370764,390561,412433,436204,461616,488320,515939,544195,572947,602134,631716,662026,692965,723959,754625,784583,813581,841955,870572,900257,925351,949390,977879
90,Greece,Country,GRC,"Population ages 15-64, total",SP.POP.1564.TO,5444876,5480708,5507858,5522114,5532975,5543158,5562575,5585940,5603478,5610240,5613357,5630134,5659115,5675682,5685081,5723161,5795753,5859737,5930916,6007439,6079066,6157370,6228922,6304494,6377993,6447923,6514337,6577693,6638578,6707163,6810393,6920739,6997746,7059651,7116272,7173674,7226074,7274950,7323934,7355477,7381435,7407059,7414777,7410994,7406506,7400093,7397524,7401422,7402118,7391000,7360393,7304091,7224390,7140124,7065107,6995156,6942178,6905510,6872299,6845559,6808717,6704221,6601149
91,Grenada,Country,GRD,"Population ages 15-64, total",SP.POP.1564.TO,44266,44576,44812,45019,45201,45349,45469,45570,45688,45862,46380,47291,48246,49103,49842,50455,50909,51191,51317,51296,51355,52107,53555,55063,56328,57138,57311,56948,56337,55822,55626,56136,57066,57815,58428,59051,59662,60273,61006,61817,62694,63752,64981,66426,68018,69543,70972,72287,73486,74573,75552,76423,77242,78046,78808,79532,80116,80569,80988,81375,81841,82348,82749
92,Greenland,Territory,GRL,"Population ages 15-64, total",SP.POP.1564.TO,17630,18147,18721,19318,19774,20424,21098,22035,23060,24098,25148,25902,26959,27896,28810,29596,30499,31144,31751,32677,33741,34968,35935,36864,37640,38183,38440,38788,39103,39213,39118,38728,38301,37951,37894,37940,37951,37986,38051,38089,38260,38514,38863,39143,39408,39595,39647,39641,39599,39674,40171,40266,40300,40135,40035,39905,39932,39859,39645,39632,39520,39461,39168
93,Guatemala,Country,GTM,"Population ages 15-64, total",SP.POP.1564.TO,2111023,2171071,2235516,2304496,2376074,2448028,2520524,2593986,2667938,2741029,2812687,2881898,2949110,3015339,3084436,3156436,3228543,3301362,3375975,3454711,3538166,3626504,3714946,3805672,3906221,4014530,4127899,4244956,4365593,4490584,4620845,4754359,4889759,5027247,5166541,5309087,5454851,5604383,5761425,5924679,6092976,6263977,6440593,6623616,6816308,7016090,7221387,7432234,7648147,7869137,8095003,8325805,8556652,8789380,9021176,9250086,9480125,9710165,9937399,10163685,10396683,10637104,10882128
94,Guam,Territory,GUM,"Population ages 15-64, total",SP.POP.1564.TO,43206,43938,44906,46041,47220,48298,49220,49999,50701,51401,52337,53653,55205,56909,58722,60565,62365,64099,65818,67517,69287,71238,73341,75585,78004,80581,83166,85647,87981,90109,91700,92815,93892,95020,96212,97454,98694,99946,101220,102499,103493,104090,104575,105064,105626,106274,106959,107678,108375,108957,109228,109193,109032,108761,108388,107926,107393,106807,106178,105512,105501,106149,106682
95,Guyana,Country,GUY,"Population ages 15-64, total",SP.POP.1564.TO,283642,290312,297192,304223,311234,317898,324056,329736,335108,340304,345338,351041,357592,364521,371966,379926,388380,397122,405777,413762,420481,426771,432886,437941,441893,444730,446476,447228,447069,446060,444320,444100,445861,447836,449697,451131,452095,452632,452871,452948,452948,453029,453374,454616,456729,459072,461873,464973,467825,470312,472354,473817,477069,481469,484828,488012,490949,493593,512112,522162,518827,523956,526555
96,High income,Economic Category,HIC,"Population ages 15-64, total",SP.POP.1564.TO,487556481,492561649,499163056,506252416,512909378,518924441,525250582,531643019,537762140,544263533,550822079,558618611,565638468,572632623,579653231,586678424,593522640,600344827,607393698,614851503,622462194,630224481,637969429,645855794,652973501,659104553,664937588,670639368,675908589,681401831,686842749,692645791,698366729,703864534,709120015,714291641,719680826,724994045,730179267,735264663,740194132,744956380,749808252,754870095,760075472,765443688,771599644,778207908,784589068,789872866,794269279,796370785,798235853,799642982,801145794,803022576,804738271,805758080,807029278,807704202,808044057,805057682,805355263
97,"Hong Kong SAR, China",Territory,HKG,"Population ages 15-64, total",SP.POP.1564.TO,1755824,1765507,1831705,1895375,1947195,2007909,2038117,2106886,2174238,2238421,2330002,2420191,2506201,2619397,2746887,2843519,2922332,3007456,3106598,3323719,3447985,3550921,3617128,3680857,3724400,3769388,3825315,3880348,3931146,3988885,4014067,4054458,4093657,4170685,4273792,4368025,4574000,4619843,4667576,4724843,4783754,4832493,4862412,4865989,4925690,4974899,5035395,5101650,5149615,5176003,5228958,5270246,5314802,5307952,5309630,5315516,5299307,5281200,5264190,5241156,5161591,5057443,4957645
98,Honduras,Country,HND,"Population ages 15-64, total",SP.POP.1564.TO,1037147,1060854,1086147,1113706,1143399,1175550,1209885,1245746,1283327,1322681,1363746,1406614,1451413,1497482,1544234,1592962,1643830,1695856,1749258,1804466,1861692,1920818,1981732,2044631,2109429,2176001,2244820,2316220,2390977,2469956,2553746,2642541,2735588,2832575,2933611,3038664,3147401,3259283,3372058,3487755,3608503,3732415,3859466,3989553,4123293,4261269,4403198,4548746,4697542,4849110,5002497,5157147,5312863,5469835,5629004,5788894,5947582,6104579,6259340,6411659,6560498,6704427,6845036
99,Heavily indebted poor countries (HIPC),Economic Category,HPC,"Population ages 15-64, total",SP.POP.1564.TO,87947993,89910985,91940362,93991040,96078720,98277162,100578868,102978858,105493608,108078745,110729773,113424238,116104839,118927153,122000708,125190873,128430700,131667884,135217454,138905220,141982917,144784624,148163295,152041661,156071855,160147054,164239625,168512834,172959223,177623385,182255308,187047550,192723055,198921700,205221944,211586532,217718608,223757897,230194411,237044865,243895911,250992924,258945201,267367187,275751861,284434522,293449890,302268633,311462089,321288897,331176443,341488990,352217944,363292130,375170920,387440143,400239417,413747128,427431414,441322954,455725535,470419265,485238285
