id,Country Name,Category,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
149,Morocco,Country,MAR,"Population ages 15-64, total",SP.POP.1564.TO,6086153,6179111,6282930,6391708,6520076,6676539,6847211,7029508,7224376,7432274,7654392,7887865,8127087,8372738,8629216,8897831,9176253,9471948,9784211,10104663,10437684,10780745,11129257,11479210,11825686,12173345,12512600,12841670,13175220,13512755,13856893,14199095,14539124,14886215,15241943,15619426,16015203,16416615,16816857,17210186,17599577,17989109,18374638,18747537,19131492,19540066,19943271,20329423,20701790,21057265,21398743,21729681,22053478,22369402,22665399,22938364,23204451,23458102,23685420,23897197,24125464,24367675,24608096
150,Monaco,Country,MCO,"Population ages 15-64, total",SP.POP.1564.TO,14530,14659,14754,14807,14845,14879,14917,14969,15069,15225,15409,15579,15712,15844,15974,16125,16338,16584,16844,17125,17415,17707,18018,18315,18565,18801,19020,19225,19424,19657,19872,20011,20123,20234,20337,20434,20542,20653,20766,20876,20914,20834,20696,20551,20407,20271,20141,20004,19894,19834,19792,19747,19711,19692,19686,19673,19610,19499,19378,19233,19028,18792,18617
151,Moldova,Country,MDA,"Population ages 15-64, total",SP.POP.1564.TO,1243817,1263294,1284420,1308644,1336785,1368289,1402122,1434317,1465435,1496305,1526807,1557170,1587721,1618390,1649302,1679235,1707367,1731619,1752488,1770114,1785320,1800394,1815053,1826954,1835499,1842461,1849641,1858532,1868517,1879350,1889289,1897192,1902074,1905256,1907302,1908380,1918508,1927478,1944586,1961812,1974988,1984362,1995521,2007043,2017233,2024946,2029278,2032173,2035609,2040045,2045520,2051516,2055933,2053315,2036819,1997778,1951077,1896287,1844857,1798902,1765415,1728494,1718953
152,Madagascar,Country,MDG,"Population ages 15-64, total",SP.POP.1564.TO,2628039,2667902,2710824,2758628,2822115,2898960,2977930,3059407,3143526,3230222,3319692,3411765,3506440,3604638,3707329,3814776,3926862,4043757,4165507,4292314,4424421,4563018,4709109,4862469,5022891,5190839,5367944,5553221,5743856,5939184,6139234,6344287,6554943,6772657,6996560,7223857,7453760,7688151,7929014,8177310,8434955,8702229,8981020,9273735,9581016,9904126,10243070,10596803,10965344,11349866,11749639,12162927,12586722,13016403,13444338,13869150,14299532,14737043,15181092,15634647,16097988,16569240,17050747
153,Maldives,Country,MDV,"Population ages 15-64, total",SP.POP.1564.TO,53688,54761,55717,56528,57102,57780,58775,59921,61277,62787,64408,66185,68147,70287,72431,74409,76359,78445,80499,82572,84907,87493,90297,93279,96342,99212,101866,104577,107439,110438,113519,116679,119984,123506,127313,131658,136531,141638,146968,152575,158661,165232,171964,178749,185640,192620,201869,214109,227081,239929,252544,264867,276800,288316,301838,317435,332645,347307,361126,372607,379792,384512,385180
154,Middle East & North Africa,Region,MEA,"Population ages 15-64, total",SP.POP.1564.TO,55906402,57047968,58319346,59672453,61157575,62739126,64376303,66142752,67980422,69922711,71946352,74025165,76165462,78445395,80842889,83366629,86154705,89086480,91835350,94727288,97961352,101819124,105754276,109327281,113051453,116857050,120767304,124751150,128764230,132957608,138426630,143372825,148217079,152473923,156915180,162015813,167360896,173057994,179025512,185168966,191490996,197918542,203970332,209992206,216421652,223269402,230836312,238805501,246531001,253793518,260300046,265728461,270717684,275781198,280688730,285588652,290538095,295402440,300516699,305777620,310056780,314161140,319411752
155,Mexico,Country,MEX,"Population ages 15-64, total",SP.POP.1564.TO,18325063,18847911,19416319,20026087,20665831,21318745,21985033,22675113,23391505,24129884,24893498,25726036,26628082,27559380,28519907,29507979,30520463,31585225,32712738,33879214,35040771,36142036,37208509,38294268,39398225,40508312,41633951,42787013,43965650,45154545,46452201,47851112,49227507,50563950,51878424,53169833,54437282,55706830,56969818,58224518,59464656,60684664,61907176,63130829,64385651,65666260,66933497,68190845,69420302,70638875,71958813,73339669,74688097,76021956,77325278,78585113,79805908,80964835,82019095,83031838,83967738,84782496,85644224
156,Marshall Islands,Country,MHL,"Population ages 15-64, total",SP.POP.1564.TO,7128,7319,7527,7751,7991,8242,8498,8952,9788,10838,11659,11950,11985,12062,12296,12664,13024,13379,13730,14086,14516,15068,15700,16361,17041,17743,18452,19166,19892,20602,21304,22014,22718,23435,24187,24952,25723,26504,27270,28005,28697,29346,29932,30441,30894,31275,31531,31626,31565,31400,31175,30914,30640,30333,29998,29635,29203,28676,28090,27494,26903,26303,26186
157,Middle income,Economic Category,MIC,"Population ages 15-64, total",SP.POP.1564.TO,1181020643,1194875789,1214011122,1236046347,1259526270,1286776184,1316879043,1349152769,1382989467,1417871946,1454671755,1491674859,1529495586,1568161261,1604341265,1639326555,1674611265,1714631785,1762808415,1812579640,1861680999,1911928122,1961731676,2012662303,2065293309,2118376612,2171982322,2224982472,2277824616,2329226129,2379520727,2428748597,2476793137,2524076921,2573648168,2625666538,2680141989,2737677739,2795806577,2853265626,2911495250,2970723486,3030204678,3088842432,3147619713,3206871727,3262878218,3314918458,3366138241,3416430776,3466133967,3514808097,3561719717,3607441236,3651311741,3693048902,3733416610,3772240548,3809845826,3846995453,3883641979,3920254806,3950752625
158,North Macedonia,Country,MKD,"Population ages 15-64, total",SP.POP.1564.TO,844968,858353,868179,878052,893566,909940,927741,947895,970694,995513,1020808,1044218,1067318,1091407,1115206,1138919,1162922,1186557,1209359,1231978,1254551,1276657,1294751,1308036,1319521,1329609,1338375,1346010,1352761,1358926,1363943,1362564,1348717,1327245,1312819,1314700,1327037,1336553,1352277,1365012,1373875,1379756,1371831,1381530,1391232,1400555,1409513,1417960,1425799,1433763,1441576,1448159,1452188,1453635,1453487,1452501,1451509,1450362,1448329,1443773,1436133,1428341,1421475
159,Mali,Country,MLI,"Population ages 15-64, total",SP.POP.1564.TO,3042736,3080463,3120427,3161553,3201176,3240640,3279703,3317564,3355487,3393447,3432379,3470414,3509287,3551917,3596229,3640628,3683085,3727867,3777226,3828702,3884760,3943827,4004818,4069637,4132577,4187205,4232212,4271313,4314205,4370063,4441123,4518823,4602196,4695556,4798774,4909067,5023421,5149094,5297617,5467761,5650154,5843015,6045487,6253525,6464878,6675251,6886822,7103943,7323462,7544497,7768771,7995940,8186004,8388206,8646321,8918455,9214803,9534831,9867657,10214643,10589976,10989510,11393892
160,Malta,Country,MLT,"Population ages 15-64, total",SP.POP.1564.TO,184828,186177,187935,189931,192128,193549,194019,194092,193871,193484,194090,195530,196757,197913,198891,201392,203195,204519,207056,209382,211620,213136,217645,220353,219916,223404,226948,228375,230050,232151,234514,241245,244180,247107,250029,252430,254547,256999,259404,261678,264049,266797,269829,272804,275959,279134,281570,283635,285169,285905,285771,285503,286808,289921,295047,301667,308451,317022,328560,342157,350219,352598,359684
161,Myanmar,Country,MMR,"Population ages 15-64, total",SP.POP.1564.TO,12281732,12472068,12672279,12882781,13129484,13414934,13715011,14031009,14364925,14713590,15075636,15446262,15826224,16189635,16534340,16888635,17249857,17630053,18031982,18441972,18864683,19294405,19714107,20173799,20682374,21194878,21708493,22223054,22739987,23252553,23754636,24237697,24708473,25182749,25669278,26166010,26672111,27197044,27740055,28284743,28805546,29289698,29737436,30153526,30556908,30956336,31348422,31738144,32095629,32455115,32857563,33281507,33719396,34153923,34555887,34919862,35275074,35624052,35951009,36254935,36553345,36846283,37136469
162,Middle East & North Africa (excluding high income),Region,MNA,"Population ages 15-64, total",SP.POP.1564.TO,51642930,52641078,53732830,54912167,56208364,57594614,59043036,60580950,62204066,63900633,65651286,67436780,69260680,71164697,73180681,75342016,77760903,80274656,82572334,84974896,87697061,91046255,94464304,97496340,100681751,103908572,107209945,110562244,113917056,117425208,122508591,126842938,130778068,134286605,138005240,142380069,146969885,151867883,157020788,162338207,167831316,173440931,178694579,183921055,189539616,195145946,200763084,206368402,211596000,216472533,221214971,225349561,229049064,232833502,236631415,240397692,244165291,247914804,251947984,256331925,260717527,265120997,269824334
163,Montenegro,Country,MNE,"Population ages 15-64, total",SP.POP.1564.TO,274087,279139,285430,292171,298183,302638,304986,305563,305403,306031,308575,313337,319759,327216,334697,341436,347168,352113,356611,361208,366260,372210,378955,385709,391493,395741,398325,399541,399879,400066,400538,401366,402825,404471,405601,406087,405991,405720,405414,405295,405384,407413,409201,410718,410947,411151,411920,413380,415091,416969,419140,420845,421522,421582,420832,419291,417834,416305,414228,411726,408991,405950,403377
164,Mongolia,Country,MNG,"Population ages 15-64, total",SP.POP.1564.TO,554389,561309,567967,573514,578105,583091,589025,596272,605329,617506,632457,648776,666702,686650,708729,733037,759340,787417,817153,846812,875618,904439,933576,963250,993466,1024206,1055512,1087689,1121183,1153716,1184605,1215622,1246876,1278433,1310051,1341254,1371752,1402039,1433440,1467138,1504193,1543652,1583655,1623833,1663302,1700690,1734802,1765058,1792060,1816723,1840483,1868159,1898699,1927681,1955829,1982659,2008098,2031574,2052768,2072919,2093145,2114128,2138395
165,Northern Mariana Islands,Territory,MNP,"Population ages 15-64, total",SP.POP.1564.TO,4056,4174,4294,4422,4570,4732,4919,5034,4956,4743,4880,5539,6347,7106,7628,7961,8284,8593,8893,9200,10114,11918,14093,16405,18793,21210,23599,25937,28243,30540,31920,32118,32104,32179,32314,33090,35994,40419,44856,49272,51402,50512,48933,47487,46189,45028,43924,42718,41262,39468,37693,36918,36903,36809,36628,36363,36023,35621,35160,34659,34236,33901,33691
166,Mozambique,Country,MOZ,"Population ages 15-64, total",SP.POP.1564.TO,3737619,3793461,3853160,3919115,3989539,4060505,4132293,4207871,4288383,4373767,4466945,4571412,4689835,4820626,4961653,5114059,5273900,5443607,5623746,5803633,5933860,6043527,6179898,6321880,6465393,6605899,6736337,6775020,6787690,6879327,7016310,7175343,7330203,7550824,7936060,8307153,8570779,8795173,8984485,9180443,9384685,9601410,9832005,10071449,10320509,10575492,10833752,11104548,11381066,11663901,11976231,12328939,12720757,13147107,13601883,14081467,14602011,15133399,15643162,16155310,16691707,17234266,17774048
167,Mauritania,Country,MRT,"Population ages 15-64, total",SP.POP.1564.TO,457687,469677,481976,494332,506177,517922,530294,543176,556591,570588,585162,600346,616204,632831,650270,668574,687766,707296,727287,748388,770691,794252,819010,844771,871414,898905,927191,956403,986659,1011464,1037355,1070912,1121998,1178441,1223310,1256566,1276295,1303713,1341279,1382425,1427233,1465014,1496666,1530427,1565860,1602990,1642036,1683874,1728832,1774425,1818389,1860796,1902117,1953297,2015578,2080004,2146798,2216328,2288826,2364516,2443604,2525818,2612981
168,Mauritius,Country,MUS,"Population ages 15-64, total",SP.POP.1564.TO,348674,350309,359131,368698,379440,390647,402259,414171,426313,438784,451733,465202,479178,493577,508259,523264,538543,554025,567696,583586,598864,612558,624305,633903,643891,651799,658902,665819,672551,679694,686207,695912,708270,720603,735494,747151,760170,774487,786693,799501,809071,816837,823567,830881,838015,845751,853503,861975,869800,876178,881583,885864,890600,894020,896702,898846,899678,900488,901079,901564,901239,899963,895124
169,Malawi,Country,MWI,"Population ages 15-64, total",SP.POP.1564.TO,1961580,2015696,2070781,2122920,2172696,2219480,2263099,2308157,2354476,2401824,2451604,2505820,2564676,2627869,2695594,2767791,2845233,2932406,3028284,3129754,3237271,3349749,3467033,3589463,3717297,3849929,3984145,4171324,4398376,4609342,4793933,4943733,5091414,5169843,5116170,5122762,5244239,5366528,5491612,5610484,5724286,5843250,5963929,6090646,6226893,6372086,6528495,6698379,6886546,7090086,7304667,7530545,7769193,8025475,8301034,8595711,8909538,9243011,9596190,9970119,10363487,10769524,11181843
170,Malaysia,Country,MYS,"Population ages 15-64, total",SP.POP.1564.TO,4039819,4137310,4245513,4364304,4491444,4632690,4785246,4941838,5103629,5269827,5442327,5618565,5799700,5990088,6189890,6401428,6623369,6860790,7110631,7359767,7607006,7848488,8082572,8319875,8570626,8843481,9140930,9460376,9799858,10148083,10496033,10839096,11181939,11532200,11894176,12266673,12649482,13050463,13466694,13892463,14310850,14728768,15167661,15628112,16112396,16617015,17137059,17669006,18208339,18750824,19258859,19723077,20170798,20603370,21021716,21421012,21808902,22181826,22521048,22837979,23144110,23430510,23697233
171,North America,Region,NAC,"Population ages 15-64, total",SP.POP.1564.TO,118841553,120509611,122592710,124615434,126389069,127959172,130210831,132749633,135038136,137491829,140184149,143316683,146117082,148856381,151549188,154337769,157014807,159638483,162265919,164896342,167202593,169288668,171172965,173012593,174686737,176327334,178094878,179693673,180907263,182240293,184038303,186023436,188082285,190256373,192417582,194696659,197171789,199837801,202455203,205138635,207963949,210576148,213082139,215444862,217949961,220476911,223057419,225420187,227489010,229365030,231211911,232520900,233542260,234489392,235731571,237126073,238097704,238729331,239490001,239995754,241531776,241253585,241842028
172,Namibia,Country,NAM,"Population ages 15-64, total",SP.POP.1564.TO,313851,318941,324625,330756,337544,345155,353344,362190,371509,381283,391558,402118,413066,424039,435208,447094,457640,467338,469885,472711,479312,480087,487960,504905,523081,543327,566398,591597,620828,682544,742472,769810,795895,822892,850052,876795,903131,928508,953378,978367,1003336,1027805,1051396,1073843,1096167,1120728,1147163,1173699,1200004,1225722,1250196,1273122,1295744,1319382,1343988,1368791,1393116,1416809,1439969,1463037,1487578,1512169,1534823
173,New Caledonia,Territory,NCL,"Population ages 15-64, total",SP.POP.1564.TO,45956,47090,48247,49467,50747,52027,53639,55253,56905,59526,64010,68275,71125,72604,73894,74736,75728,77098,78233,79165,80497,82516,84889,87339,89863,92454,95186,98042,100888,103810,107223,110858,114359,117931,121614,124836,127641,130262,132685,135183,137738,140458,143428,146292,148987,151788,154748,157728,160550,163144,166206,169761,173227,176591,179688,180702,181265,181676,181846,181690,181322,180693,179752
174,Niger,Country,NER,"Population ages 15-64, total",SP.POP.1564.TO,1750038,1803293,1856257,1905692,1950527,2002046,2063017,2126120,2191243,2258125,2326760,2396609,2468156,2542244,2618959,2698933,2782016,2867987,2957324,3050221,3145323,3241622,3339270,3438517,3539715,3644715,3755802,3872300,3993764,4121356,4254998,4393241,4536097,4685540,4842872,5009856,5180016,5347108,5518141,5694308,5874510,6059460,6248398,6442915,6644224,6854468,7074702,7305428,7548264,7804855,8078095,8369511,8689408,9029922,9383245,9758173,10150650,10551055,10961996,11388161,11830026,12292016,12776544
175,Nigeria,Country,NGA,"Population ages 15-64, total",SP.POP.1564.TO,25010688,25531510,26058489,26567543,27046284,27549773,28092239,28627104,29168603,29731702,30327839,30944064,31578428,32255285,32984593,33778525,34623149,35532478,36491541,37476422,38512015,39546651,40554056,41417008,42308886,43374660,44458050,45602189,46831774,48149290,49552284,50976505,52433239,53976944,55584801,57214417,58854939,60537044,62257586,63994707,65737194,67490259,69254760,71029184,72842946,74688882,76561196,78494639,80490852,82560331,84736977,87026684,89395155,91825943,94334391,96892497,99550750,102395824,105337711,108324781,111445958,114665538,117970520
176,Nicaragua,Country,NIC,"Population ages 15-64, total",SP.POP.1564.TO,888168,911290,935765,962634,992385,1025478,1061200,1098325,1136858,1176702,1217603,1259334,1299455,1340219,1383992,1428582,1474053,1520095,1565005,1606323,1650105,1698689,1747630,1796032,1843049,1890275,1939723,1991302,2046733,2107996,2173229,2241360,2311926,2384444,2458811,2534508,2608346,2679683,2749807,2818696,2886604,2952879,3018005,3083030,3148498,3218181,3293237,3370580,3449632,3529726,3610323,3691133,3770927,3848648,3924466,3998374,4071017,4143383,4215422,4286891,4360222,4436665,4515199
177,Netherlands,Country,NLD,"Population ages 15-64, total",SP.POP.1564.TO,7010862,7123884,7274892,7408523,7527451,7643475,7754912,7853661,7946303,8046139,8153199,8265493,8374278,8479604,8592720,8724810,8858193,8976889,9096160,9225842,9365632,9493787,9601280,9705971,9817954,9925234,10021165,10112289,10187104,10244770,10303618,10366385,10425388,10480716,10527480,10564331,10601617,10641028,10686744,10739730,10800244,10869275,10931210,10973804,10999794,11016609,11031473,11051655,11079502,11109811,11139436,11136315,11101082,11078304,11077603,11098316,11135885,11176625,11216475,11262366,11293838,11316863,11374713
178,Norway,Country,NOR,"Population ages 15-64, total",SP.POP.1564.TO,2257635,2279903,2304127,2324506,2341383,2355766,2368562,2382558,2398319,2413759,2428280,2443749,2461025,2477161,2491842,2505386,2518674,2532144,2545801,2560654,2577037,2595574,2614396,2632458,2652161,2668949,2684327,2705023,2725352,2737787,2746374,2757657,2771010,2786174,2801574,2815342,2828784,2844392,2864099,2888005,2911610,2932188,2955266,2980551,3006006,3035172,3070301,3113061,3159344,3199966,3237006,3275246,3313697,3349005,3382146,3411090,3434222,3452963,3467292,3485000,3499828,3511912,3539342
179,Nepal,Country,NPL,"Population ages 15-64, total",SP.POP.1564.TO,5707694,5815430,5930823,6055322,6183035,6313401,6448439,6587415,6730183,6874718,7022340,7168912,7315637,7467145,7620275,7775919,7933713,8102034,8283945,8471930,8668587,8869187,9072329,9285730,9499961,9707480,9910071,10101100,10290041,10502814,10756328,11046371,11385101,11712441,12004467,12285280,12547526,12817467,13094652,13375707,13651335,13926230,14201723,14469885,14727925,14970294,15193345,15404452,15618218,15835198,16056222,16251872,16397960,16519935,16665345,16873900,17172370,17527080,17879134,18227535,18737431,19390423,19864639
180,Nauru,Country,NRU,"Population ages 15-64, total",SP.POP.1564.TO,2808,2909,3019,3147,3273,3410,3503,3555,3672,3821,3937,4036,4134,4241,4358,4478,4602,4743,4862,4947,5034,5114,5131,5237,5361,5373,5389,5408,5440,5483,5539,5617,5693,5743,5794,5856,5918,5981,6045,6101,6139,6159,6168,6195,6242,6287,6330,6361,6380,6386,6367,6335,6376,6482,6589,6699,6813,6924,7046,7158,7255,7366,7444
181,New Zealand,Country,NZL,"Population ages 15-64, total",SP.POP.1564.TO,1386928,1412907,1451052,1483635,1518806,1547860,1579717,1611157,1627402,1645473,1673493,1704807,1742216,1786445,1836347,1884386,1912350,1930895,1944290,1948559,1962707,1981465,2014120,2056941,2088901,2112763,2121086,2147692,2158958,2170248,2187254,2294227,2317502,2340638,2369553,2403910,2443189,2476213,2497968,2511569,2527570,2546293,2599988,2662641,2711369,2748208,2784221,2808773,2829534,2853567,2879117,2892041,2896365,2909065,2954436,3015687,3084285,3148198,3204517,3257548,3326620,3331666,3330016
182,OECD members,Union,OED,"Population ages 15-64, total",SP.POP.1564.TO,497843608,503441945,510607773,518282616,525556953,532182953,539014041,545883337,552516597,559600366,566729234,575270217,583149985,591045649,599017618,607098596,615080019,623094256,631379435,640021703,648894549,657750599,666488180,675520230,683917849,691334492,698499439,705549680,712168818,718992526,726244013,734055682,741444615,748484869,755251645,762008105,768823162,775677682,782324219,788960418,795433835,802001000,808688216,815533784,822412571,829014008,835621500,842113394,848408180,853817276,859129746,862711438,865891645,868676154,871782889,875195773,878497590,881359494,884444386,887000022,889964582,889970994,891864638
183,Oman,Country,OMN,"Population ages 15-64, total",SP.POP.1564.TO,296366,301099,305794,309747,313029,316814,321291,326131,331353,336965,342963,349407,356295,363701,375244,391412,410081,431799,455891,481651,508499,536884,567292,599160,631718,673516,726051,781915,841127,903375,968275,1035450,1104515,1173521,1220950,1249024,1279441,1311809,1345587,1380150,1415181,1450582,1486017,1521747,1569347,1628987,1688833,1747274,1803230,1855982,2033368,2335527,2634152,2876618,3020714,3152203,3312124,3412039,3424792,3372751,3253083,3184195,3213224
184,Other small states,Region,OSS,"Population ages 15-64, total",SP.POP.1564.TO,5128126,5206077,5301352,5401666,5500217,5590493,5680471,5783805,5900238,6017710,6141208,6275156,6422165,6586128,6757416,6938083,7125342,7315759,7500898,7687555,7876585,8057319,8244354,8441074,8644957,8862431,9088371,9313946,9544003,9809551,10082167,10336882,10538905,10732091,10941828,11156113,11407039,11680570,11971722,12282755,12592604,12891039,13190975,13497094,13819913,14207469,14709697,15273179,15833164,16346522,16762334,17116776,17495504,17921448,18407812,18930388,19431851,19879092,20262702,20600148,20823664,21028794,21357540
185,Pakistan,Country,PAK,"Population ages 15-64, total",SP.POP.1564.TO,25570261,26133187,26647273,27161552,27670855,28180458,28719980,29316689,29970029,30679820,31445393,32210002,33010766,33909280,34880089,35943866,37105910,38347308,39657595,41170488,43146027,45403275,47475600,49186474,50537029,52006725,53753217,55560118,57392380,59167337,60949508,62762404,64052618,65405796,67282401,69374710,71775455,74261716,76878682,79606748,82770846,86125833,88828749,91232910,93860799,96528411,99222675,102020263,104874732,107842466,110893362,113745731,116104655,118065872,119914538,121660966,123307884,125260953,127651888,130195040,133031513,136153500,139515778
186,Panama,Country,PAN,"Population ages 15-64, total",SP.POP.1564.TO,590216,606440,623432,641089,659559,678888,698889,719652,741265,763718,787062,811400,836807,863314,890915,919632,949487,980515,1012722,1045975,1080128,1115220,1151206,1187908,1225230,1263101,1301520,1340394,1379418,1418196,1457219,1496847,1536789,1577101,1617905,1659399,1701737,1744961,1789109,1833910,1878936,1924204,1969689,2015325,2061226,2107300,2152842,2197793,2242582,2287208,2331763,2376356,2421064,2466066,2511529,2557704,2604773,2652304,2699517,2746092,2789531,2829475,2869851
187,Peru,Country,PER,"Population ages 15-64, total",SP.POP.1564.TO,5325368,5467561,5615609,5768910,5931033,6101847,6279155,6462941,6653878,6853134,7047101,7241884,7448520,7657809,7871126,8090390,8315633,8553884,8807642,9071385,9353736,9649274,9950663,10264365,10584823,10908306,11234726,11564566,11903488,12250585,12603593,12950297,13293806,13645441,14001561,14359099,14719887,15089855,15465494,15833821,16180405,16498228,16786650,17050215,17294639,17516930,17716943,17900308,18075074,18247534,18424636,18615402,18819636,19036512,19276936,19558781,19893868,20270676,20759621,21270229,21672269,22032819,22330236
188,Philippines,Country,PHL,"Population ages 15-64, total",SP.POP.1564.TO,14008109,14413332,14823039,15257148,15716824,16201038,16705681,17230044,17768860,18312502,18886916,19505371,20147891,20810608,21504269,22248349,23018136,23787544,24554378,25306700,26046520,26783143,27534919,28319888,29137747,29984760,30857303,31748578,32660959,33591268,34545572,35521550,36518152,37555341,38639591,39755428,40909593,42095559,43283913,44476006,45631212,46731824,47839947,48968224,50128492,51324965,52547577,53838513,55206544,56592948,57948012,59285550,60614898,61925901,63232152,64627679,66094128,67521710,68903788,70261944,71618946,72925605,74220181
189,Palau,Country,PLW,"Population ages 15-64, total",SP.POP.1564.TO,4530,4536,4559,4605,4676,4760,4863,5015,5209,5399,5593,5806,6035,6261,6414,6495,6556,6601,6635,6651,6708,6927,7246,7545,7832,8108,8423,8777,9115,9428,9749,10092,10435,10759,11066,11400,11808,12272,12740,13192,13517,13655,13730,13813,13910,13972,13956,13886,13779,13634,13454,13243,13005,12872,12848,12816,12777,12733,12677,12621,12573,12531,12476
190,Papua New Guinea,Country,PNG,"Population ages 15-64, total",SP.POP.1564.TO,1105478,1128256,1148635,1168538,1187954,1207037,1226791,1246839,1267350,1289156,1312487,1337693,1367429,1401980,1438839,1478181,1520011,1564146,1610179,1657569,1705857,1749634,1788804,1828352,1868363,1909053,1950596,1993592,2038059,2085916,2145157,2221431,2310590,2405781,2504309,2606129,2710969,2818830,2929623,3043447,3160220,3280097,3403659,3530879,3661721,3795879,3932974,4073022,4216927,4364506,4514741,4664961,4814562,4965192,5117012,5270364,5425017,5581006,5738060,5895498,6049603,6199812,6345851
191,Poland,Country,POL,"Population ages 15-64, total",SP.POP.1564.TO,18016186,18164949,18436194,18791002,19180281,19505716,19817592,20194041,20576909,20927782,21208613,21473819,21786087,22090640,22366109,22597278,22789948,22946418,23069644,23187013,23345419,23539855,23735300,23930817,24093967,24215120,24332200,24442324,24528173,24630450,24764298,24911597,25071370,25225455,25376674,25522188,25667217,25839020,26047030,26258283,26207082,26397266,26536166,26665100,26785845,26892993,26987088,27072534,27148245,27207210,27149441,27117387,26990755,26811365,26609308,26396251,26160735,25909730,25647760,25389267,25118729,24835510,24410950
192,Pre-demographic dividend,Economic Category,PRE,"Population ages 15-64, total",SP.POP.1564.TO,102346274,104545990,106825604,109115591,111411394,113799003,116296145,118881717,121593634,124408755,127318683,130302505,133307827,136481395,139941255,143585408,147330435,151300227,155727901,160371444,164649192,168308444,172240216,176716934,181443928,186357918,191295010,196391269,201600916,207142133,212653402,218163088,224677482,232032416,240373192,248579927,255409919,262251235,269866670,278034715,286285892,294751105,304000112,313658427,323330822,333382310,343419573,353025706,363487950,374894431,386410006,398459520,411046578,424047897,437454763,451057669,465168553,479934108,495177478,511035443,527651395,544624369,561889077
193,Puerto Rico,Territory,PRI,"Population ages 15-64, total",SP.POP.1564.TO,1239027,1274207,1315273,1356276,1392233,1420872,1443365,1459891,1474494,1493422,1524520,1566881,1615235,1665469,1712925,1755403,1793857,1829193,1863072,1894696,1926432,1959930,1991917,2021862,2050326,2078821,2109419,2140572,2170922,2199708,2228052,2253856,2277964,2306009,2336685,2366037,2398270,2425687,2444489,2460905,2470458,2477944,2484227,2489953,2495891,2498864,2494584,2484770,2473129,2459839,2446362,2416482,2384297,2354304,2313516,2269728,2221619,2162855,2071274,2064574,2111840,2087908,2050125
194,"Korea, Dem. People's Rep.",Country,PRK,"Population ages 15-64, total",SP.POP.1564.TO,6882813,7082822,7280651,7465480,7636099,7808988,7933101,8009789,8117293,8268001,8452510,8649891,8885445,9165986,9429555,9675424,9918691,10165560,10441549,10735583,11036318,11354445,11707497,12075073,12435086,12795385,13147751,13499803,13823347,14095001,14341152,14561407,14758421,14949713,15135359,15295312,15435067,15568299,15689811,15799319,15900168,15993757,16076253,16165322,16266343,16369849,16481139,16598529,16720052,16844941,16969785,17090483,17206312,17324410,17447163,17553838,17683272,17838284,17957174,18034513,18077657,18100968,18088961
195,Portugal,Country,PRT,"Population ages 15-64, total",SP.POP.1564.TO,5559772,5609941,5641946,5658095,5654853,5608879,5539887,5487646,5449549,5391062,5350820,5338897,5335320,5347494,5435024,5648555,5809598,5875133,5949920,6033716,6125142,6209501,6277520,6337978,6395527,6441234,6473591,6502452,6528171,6552147,6577865,6605083,6632060,6659590,6693478,6731709,6768191,6805271,6842846,6883771,6932040,6972091,6995060,7005659,7005027,7003552,7008671,7018446,7021239,7014042,7002934,6976649,6928360,6865257,6802696,6754716,6710327,6667487,6635449,6619299,6611510,6641522,6653926
196,Paraguay,Country,PRY,"Population ages 15-64, total",SP.POP.1564.TO,933020,958395,984782,1010560,1035984,1062494,1089761,1118115,1147706,1178690,1211167,1246011,1284449,1325775,1369105,1413858,1459372,1505908,1553832,1603564,1655451,1709143,1764377,1820813,1877403,1934060,1990936,2047928,2105275,2163019,2221249,2280027,2339694,2400808,2464362,2531470,2602737,2677785,2755739,2835409,2914399,2987742,3053019,3117890,3185512,3252377,3317515,3380469,3442532,3505889,3574925,3649949,3726856,3803034,3876954,3948875,4018747,4086043,4150981,4214039,4277704,4340753,4398958
197,West Bank and Gaza,Territory,PSE,"Population ages 15-64, total",SP.POP.1564.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960769,1005927,1053171,1102790,1155337,1211259,1270985,1334900,1375908,1418658,1463599,1510349,1559368,1611714,1667607,1727246,1790681,1857757,1930709,2002531,2072570,2140556,2207277,2273491,2338854,2402578,2466428,2522939,2592365,2664638,2742230,2824582,2910063
198,Pacific island small states,Region,PSS,"Population ages 15-64, total",SP.POP.1564.TO,453716,466092,479110,492891,507424,522292,536825,551149,565903,581607,597906,613713,629515,646129,663560,681842,701223,721591,742280,762723,783544,805229,826968,848746,870693,892443,912807,931595,948995,965181,981420,996436,1011177,1027464,1044310,1061445,1080746,1103487,1127838,1152329,1176226,1198907,1220852,1242595,1264035,1285292,1306721,1327850,1347661,1366352,1384737,1402505,1419432,1435967,1452199,1468515,1485260,1501982,1518563,1535358,1555816,1580319,1606016
